Date|1 AUD|1 BGN|1 BRL|1 CAD|1 CHF|1 CNY|1 DKK|1 EUR|1 GBP|1 HKD|1 HRK|100 HUF|1000 IDR|1 ILS|100 INR|100 JPY|100 KRW|1 LTL|1 MXN|1 MYR|1 NOK|1 NZD|100 PHP|1 PLN|1 RON|100 RUB|1 SEK|1 SGD|100 THB|1 TRY|1 USD|1 XDR|1 ZAR
09.09.2014|19.905|14.151|9.429|19.544|22.951|3.496|3.717|27.675|34.577|2.768|3.634|8.733|1.823|5.933|35.395|20.212|2.073|8.015|1.627|6.724|3.386|17.762|49.025|6.584|6.261|57.836|3.018|17.018|66.826|9.750|21.451|32.139|1.964
10.09.2014|19.598|14.176|9.355|19.510|22.963|3.500|3.724|27.725|34.601|2.767|3.639|8.772|1.816|5.922|35.190|20.105|2.074|8.030|1.621|6.699|3.381|17.633|48.792|6.595|6.267|57.499|3.020|16.960|66.646|9.724|21.447|32.178|1.955
11.09.2014|19.488|14.131|9.317|19.415|22.839|3.488|3.713|27.635|34.725|2.758|3.626|8.779|1.808|5.891|35.087|19.975|2.063|8.004|1.617|6.695|3.368|17.499|48.610|6.582|6.253|56.906|3.008|16.907|66.403|9.724|21.379|32.058|1.947
12.09.2014|19.325|14.111|9.256|19.299|22.831|3.479|3.708|27.600|34.645|2.754|3.620|8.765|1.806|5.875|35.188|19.896|2.063|7.994|1.612|6.676|3.349|17.430|48.535|6.575|6.238|56.321|2.990|16.920|66.294|9.686|21.343|32.015|1.944
15.09.2014|19.274|14.102|9.136|19.271|22.797|3.478|3.706|27.585|34.699|2.756|3.621|8.770|1.791|5.888|34.944|19.916|2.057|7.989|1.614|6.622|3.334|17.445|48.164|6.571|6.252|55.917|2.988|16.882|66.160|9.651|21.363|32.039|1.938
16.09.2014|19.218|14.090|9.101|19.272|22.802|3.462|3.701|27.555|34.481|2.745|3.614|8.766|1.778|5.837|34.849|19.871|2.054|7.980|1.609|6.596|3.329|17.371|48.061|6.568|6.243|55.091|2.984|16.877|66.001|9.626|21.279|31.922|1.944
17.09.2014|19.248|14.079|9.097|19.368|22.754|3.462|3.698|27.535|34.695|2.742|3.611|8.781|1.778|5.825|34.899|19.804|2.053|7.975|1.612|6.606|3.315|17.363|47.953|6.573|6.229|55.367|2.972|16.821|65.913|9.618|21.250|31.914|1.941
18.09.2014|19.126|14.070|8.996|19.435|22.767|3.482|3.696|27.520|34.908|2.758|3.608|8.813|1.784|5.854|35.058|19.639|2.048|7.970|1.611|6.616|3.360|17.327|47.901|6.563|6.241|55.592|2.993|16.841|66.166|9.574|21.378|32.010|1.936
19.09.2014|19.264|14.099|9.098|19.554|22.854|3.495|3.704|27.575|35.061|2.769|3.617|8.872|1.793|5.888|35.280|19.722|2.055|7.986|1.625|6.640|3.382|17.479|48.175|6.585|6.264|55.773|3.009|16.955|66.638|9.643|21.461|32.129|1.946
22.09.2014|19.022|14.066|8.974|19.495|22.824|3.493|3.701|27.545|35.015|2.767|3.612|8.831|1.791|5.862|35.238|19.664|2.060|7.978|1.620|6.611|3.381|17.404|48.092|6.587|6.254|55.604|3.003|16.908|66.576|9.572|21.444|32.065|1.928
23.09.2014|19.002|14.068|8.898|19.396|22.800|3.478|3.696|27.515|35.008|2.753|3.609|8.846|1.783|5.835|35.017|19.670|2.053|7.969|1.611|6.578|3.373|17.324|48.002|6.589|6.250|55.310|3.000|16.850|66.259|9.555|21.342|31.980|1.923
24.09.2014|19.019|14.061|8.917|19.355|22.771|3.495|3.694|27.500|35.154|2.766|3.607|8.865|1.794|5.844|35.155|19.709|2.062|7.965|1.614|6.614|3.362|17.285|48.268|6.596|6.247|56.163|2.995|16.935|66.524|9.589|21.441|32.090|1.927
25.09.2014|19.086|14.090|9.020|19.495|22.825|3.534|3.703|27.560|35.313|2.796|3.615|8.876|1.810|5.893|35.347|19.846|2.079|7.982|1.623|6.665|3.383|17.214|48.318|6.596|6.264|56.290|3.002|17.064|67.080|9.621|21.680|32.303|1.933
26.09.2014|19.013|14.077|8.927|19.463|22.811|3.530|3.700|27.535|35.267|2.788|3.610|8.839|1.799|5.881|35.368|19.818|2.071|7.975|1.616|6.637|3.371|17.093|48.170|6.587|6.254|55.430|2.989|17.007|66.942|9.588|21.626|32.246|1.934
29.09.2014|18.922|14.081|8.760|19.433|22.812|3.526|3.699|27.535|35.188|2.792|3.606|8.820|1.782|5.880|35.237|19.817|2.058|7.975|1.603|6.614|3.359|16.844|48.104|6.583|6.240|54.863|2.992|17.019|66.922|9.483|21.683|32.250|1.918
30.09.2014|19.040|14.060|8.925|19.560|22.796|3.560|3.695|27.500|35.363|2.813|3.599|8.856|1.793|5.917|35.321|19.909|2.071|7.965|1.618|6.663|3.387|16.960|48.595|6.582|6.236|55.245|3.006|17.120|67.386|9.555|21.853|32.399|1.928
01.10.2014|18.969|14.055|8.884|19.453|22.777|3.555|3.694|27.495|35.333|2.811|3.598|8.859|1.799|5.953|35.413|19.850|2.052|7.963|1.624|6.668|3.377|17.005|48.623|6.576|6.237|55.084|3.024|17.094|67.179|9.533|21.820|32.351|1.934
02.10.2014|19.102|14.058|8.796|19.551|22.752|3.547|3.694|27.495|35.145|2.804|3.599|8.877|1.792|5.967|35.370|20.002|2.050|7.963|1.622|6.695|3.374|17.131|48.526|6.584|6.233|54.947|3.025|17.097|67.105|9.571|21.769|32.276|1.942
03.10.2014|19.072|14.046|8.760|19.483|22.727|3.549|3.691|27.475|35.003|2.808|3.596|8.891|1.789|5.955|35.399|19.994|2.053|7.957|1.625|6.688|3.359|17.123|48.598|6.575|6.228|54.776|3.016|17.081|67.005|9.555|21.787|32.314|1.934
06.10.2014|19.106|14.049|9.161|19.518|22.674|3.563|3.692|27.480|34.971|2.819|3.597|8.915|1.791|5.960|35.534|20.022|2.046|7.959|1.635|6.714|3.369|17.066|48.805|6.568|6.232|54.909|3.028|17.119|67.043|9.614|21.869|32.345|1.943
07.10.2014|19.172|14.044|8.993|19.537|22.674|3.550|3.690|27.470|35.038|2.810|3.594|8.921|1.786|5.875|35.486|20.064|2.037|7.956|1.625|6.686|3.364|17.062|48.657|6.565|6.234|54.542|3.030|17.056|66.795|9.588|21.789|32.299|1.942
08.10.2014|19.067|14.050|9.091|19.449|22.647|3.540|3.691|27.480|34.918|2.802|3.595|8.925|1.776|5.826|35.418|20.061|2.019|7.959|1.613|6.641|3.353|16.950|48.486|6.556|6.230|54.307|3.009|16.992|66.634|9.476|21.733|32.289|1.938
09.10.2014|19.069|14.045|9.091|19.369|22.688|3.511|3.690|27.470|34.882|2.775|3.593|8.970|1.766|5.826|35.314|19.998|2.025|7.956|1.615|6.642|3.353|17.081|48.159|6.578|6.238|53.864|3.009|16.972|66.468|9.532|21.522|32.116|1.954
10.10.2014|18.952|14.060|8.992|19.436|22.745|3.549|3.694|27.500|34.893|2.804|3.596|8.962|1.781|5.840|35.464|20.180|2.024|7.965|1.616|6.680|3.330|17.012|48.536|6.573|6.242|53.811|3.005|17.076|67.033|9.522|21.759|32.343|1.956
13.10.2014|19.022|14.084|9.091|19.375|22.809|3.547|3.700|27.545|34.959|2.800|3.600|9.016|1.778|5.813|35.606|20.260|2.038|7.978|1.617|6.660|3.347|17.100|48.567|6.572|6.258|53.688|3.024|17.094|66.995|9.557|21.723|32.290|1.966
14.10.2014|19.031|14.083|9.077|19.364|22.803|3.555|3.700|27.545|34.669|2.808|3.598|8.981|1.784|5.824|35.445|20.360|2.044|7.978|1.621|6.667|3.322|17.125|48.534|6.553|6.242|53.360|3.007|17.086|66.986|9.556|21.777|32.350|1.967
15.10.2014|18.969|14.084|9.001|19.138|22.818|3.550|3.700|27.545|34.611|2.804|3.596|8.988|1.779|5.838|35.426|20.327|2.048|7.978|1.615|6.634|3.287|17.060|48.483|6.545|6.240|53.215|2.993|17.030|66.886|9.578|21.745|32.276|1.963
16.10.2014|18.808|14.086|8.701|19.070|22.839|3.529|3.699|27.545|34.571|2.786|3.594|8.917|1.764|5.836|34.945|20.416|2.028|7.978|1.586|6.586|3.257|17.092|48.011|6.515|6.222|52.541|2.996|16.950|66.512|9.501|21.610|32.220|1.937
17.10.2014|18.834|14.056|8.733|19.071|22.766|3.501|3.692|27.490|34.554|2.764|3.587|8.943|1.771|5.777|34.905|20.148|2.018|7.962|1.588|6.546|3.280|17.032|47.833|6.496|6.221|52.525|3.003|16.840|66.210|9.541|21.439|32.039|1.935
20.10.2014|18.930|14.092|8.793|19.162|22.850|3.523|3.701|27.565|34.819|2.781|3.595|8.997|1.793|5.762|35.204|20.170|2.038|7.983|1.595|6.593|3.286|17.169|48.084|6.527|6.240|52.576|2.998|16.969|66.769|9.588|21.573|32.193|1.954
21.10.2014|19.075|14.117|8.691|19.233|22.881|3.535|3.708|27.610|34.952|2.789|3.603|9.012|1.803|5.802|35.346|20.275|2.052|7.996|1.602|6.632|3.300|17.295|48.326|6.546|6.251|52.730|3.001|17.020|67.035|9.654|21.635|32.280|1.972
22.10.2014|19.190|14.159|8.784|19.442|22.958|3.566|3.718|27.690|35.014|2.812|3.610|9.044|1.816|5.828|35.595|20.391|2.075|8.020|1.612|6.686|3.304|17.399|48.742|6.555|6.268|53.098|3.005|17.183|67.516|9.721|21.814|32.462|1.977
23.10.2014|19.213|14.151|8.754|19.479|22.935|3.570|3.717|27.675|35.014|2.816|3.608|9.002|1.811|5.799|35.713|20.292|2.067|8.015|1.618|6.674|3.331|17.172|48.750|6.542|6.256|52.559|3.013|17.153|67.518|9.774|21.846|32.463|1.997
24.10.2014|19.239|14.160|8.781|19.516|22.963|3.577|3.720|27.695|35.115|2.820|3.609|8.973|1.813|5.780|35.764|20.267|2.069|8.021|1.616|6.674|3.321|17.183|48.865|6.557|6.262|52.100|3.014|17.139|67.500|9.775|21.877|32.489|1.994
27.10.2014|19.209|14.166|8.617|19.424|22.970|3.573|3.722|27.705|35.196|2.817|3.611|8.975|1.804|5.766|35.651|20.259|2.076|8.024|1.610|6.670|3.301|17.201|48.784|6.560|6.259|51.672|2.993|17.125|67.356|9.776|21.850|32.490|1.992
29.10.2014|19.381|14.204|8.993|19.576|23.035|3.569|3.732|27.780|35.127|2.812|3.625|8.990|1.805|5.818|35.596|20.167|2.085|8.046|1.622|6.665|3.280|17.327|48.758|6.575|6.278|50.874|2.977|17.151|67.169|9.913|21.810|32.482|2.006
30.10.2014|19.370|14.173|9.111|19.684|22.989|3.598|3.724|27.725|35.209|2.837|3.619|8.978|1.814|5.832|35.801|20.191|2.083|8.030|1.635|6.690|3.277|17.178|49.019|6.575|6.276|52.217|2.990|17.210|67.546|9.940|22.000|32.577|2.017
31.10.2014|19.491|14.198|9.056|19.670|23.014|3.628|3.730|27.770|35.414|2.860|3.624|9.007|1.835|5.841|36.018|19.812|2.067|8.043|1.646|6.739|3.271|17.310|49.297|6.585|6.288|51.532|2.997|17.240|68.014|10.003|22.176|32.784|2.019
03.11.2014|19.369|14.208|8.931|19.709|23.054|3.636|3.733|27.790|35.587|2.868|3.626|9.004|1.837|5.871|36.226|19.539|2.065|8.049|1.648|6.705|3.283|17.230|49.423|6.587|6.296|51.336|3.011|17.252|68.104|9.984|22.243|32.759|2.015
04.11.2014|19.378|14.208|8.804|19.459|23.051|3.632|3.734|27.790|35.545|2.865|3.627|8.991|1.834|5.846|36.187|19.574|2.060|8.049|1.627|6.670|3.240|17.215|49.390|6.580|6.288|50.848|3.000|17.216|67.977|9.977|22.208|32.726|2.009
05.11.2014|19.165|14.221|8.843|19.476|23.079|3.646|3.738|27.820|35.449|2.875|3.630|9.002|1.835|5.862|36.236|19.422|2.045|8.057|1.638|6.668|3.247|17.218|49.423|6.572|6.296|50.267|3.018|17.204|67.845|9.957|22.287|32.751|2.001
06.11.2014|19.128|14.201|8.738|19.454|23.064|3.631|3.734|27.780|35.344|2.862|3.626|8.962|1.828|5.860|36.089|19.378|2.041|8.046|1.635|6.651|3.262|17.186|49.283|6.581|6.273|48.227|3.018|17.180|67.615|9.921|22.191|32.668|1.995
07.11.2014|19.214|14.166|8.665|19.557|23.011|3.651|3.725|27.705|35.363|2.883|3.616|8.942|1.837|5.870|36.272|19.389|2.043|8.024|1.640|6.681|3.261|17.212|49.625|6.553|6.247|48.428|3.007|17.257|68.014|9.831|22.356|32.752|1.978
10.11.2014|19.150|14.104|8.712|19.527|22.936|3.610|3.708|27.585|35.126|2.849|3.600|8.984|1.818|5.833|35.926|19.347|2.035|7.989|1.633|6.633|3.275|17.214|49.228|6.547|6.237|48.543|2.996|17.135|67.371|9.816|22.091|32.487|1.971
11.11.2014|19.178|14.106|8.645|19.498|22.945|3.625|3.708|27.590|35.209|2.863|3.600|8.970|1.819|5.811|36.069|19.174|2.025|7.991|1.633|6.634|3.251|17.234|49.423|6.532|6.236|47.544|3.002|17.157|67.541|9.809|22.201|32.537|1.968
12.11.2014|19.276|14.111|8.644|19.559|22.954|3.614|3.709|27.600|35.023|2.854|3.600|8.977|1.815|5.794|36.043|19.216|2.021|7.994|1.627|6.638|3.269|17.402|49.346|6.542|6.228|47.821|2.991|17.164|67.405|9.794|22.136|32.491|1.969
13.11.2014|19.395|14.134|8.631|19.587|23.003|3.624|3.714|27.645|34.938|2.861|3.606|9.025|1.819|5.818|36.072|19.218|2.031|8.007|1.633|6.650|3.269|17.535|49.468|6.538|6.240|47.627|2.990|17.184|67.647|9.863|22.191|32.546|1.977
14.11.2014|19.295|14.142|8.488|19.539|23.024|3.629|3.716|27.660|34.816|2.868|3.606|9.035|1.821|5.827|35.981|19.086|2.017|8.011|1.632|6.645|3.272|17.472|49.383|6.540|6.247|47.014|2.994|17.118|67.687|9.914|22.242|32.564|1.987
18.11.2014|19.281|14.151|8.505|19.568|23.039|3.611|3.718|27.675|34.603|2.850|3.608|9.057|1.819|5.757|35.791|18.964|2.013|8.015|1.631|6.591|3.283|17.601|49.126|6.564|6.238|47.271|2.995|17.044|67.438|9.946|22.099|32.421|2.004
19.11.2014|19.067|14.150|8.539|19.452|23.038|3.608|3.719|27.680|34.608|2.847|3.605|9.081|1.817|5.758|35.628|18.770|1.990|8.017|1.625|6.571|3.260|17.349|48.886|6.562|6.237|47.036|2.989|16.929|67.267|9.878|22.077|32.392|1.996
20.11.2014|18.983|14.139|8.576|19.470|23.019|3.602|3.715|27.655|34.618|2.843|3.603|9.077|1.811|5.733|35.603|18.651|1.980|8.009|1.621|6.552|3.256|17.320|48.946|6.563|6.226|47.503|2.980|16.937|67.213|9.899|22.053|32.347|2.006
21.11.2014|19.398|14.138|8.736|19.772|22.995|3.635|3.716|27.655|34.913|2.870|3.605|9.082|1.833|5.785|36.043|18.880|2.003|8.009|1.635|6.638|3.292|17.640|49.556|6.577|6.228|48.928|2.996|17.164|68.010|10.021|22.263|32.549|2.039
24.11.2014|19.176|14.107|8.781|19.761|22.941|3.620|3.708|27.590|34.860|2.866|3.597|9.053|1.830|5.754|35.910|18.791|1.991|7.991|1.632|6.631|3.282|17.496|49.416|6.579|6.226|49.366|2.986|17.057|67.698|9.980|22.232|32.491|2.022
25.11.2014|18.942|14.103|8.806|19.695|22.930|3.619|3.708|27.585|34.791|2.863|3.595|9.020|1.825|5.739|35.872|18.807|2.000|7.989|1.626|6.622|3.260|17.284|49.384|6.591|6.219|48.760|2.977|17.036|67.671|9.970|22.203|32.472|2.018
26.11.2014|18.804|14.102|8.802|19.620|22.935|3.602|3.707|27.580|34.870|2.851|3.593|8.995|1.816|5.704|35.743|18.774|1.995|7.988|1.616|6.598|3.241|17.326|49.164|6.598|6.243|47.229|2.981|16.990|67.447|9.958|22.109|32.373|2.015
27.11.2014|18.960|14.116|8.811|19.662|22.968|3.604|3.711|27.610|34.854|2.854|3.597|8.990|1.817|5.691|35.762|18.824|2.012|7.996|1.612|6.609|3.212|17.469|49.320|6.606|6.247|47.062|2.981|17.042|67.508|9.980|22.123|32.393|2.018
28.11.2014|18.885|14.138|8.690|19.443|23.012|3.606|3.717|27.655|34.771|2.857|3.601|9.013|1.815|5.693|35.651|18.727|1.996|8.009|1.601|6.549|3.180|17.417|49.259|6.610|6.246|45.088|2.985|16.999|67.458|10.025|22.153|32.438|2.009
01.12.2014|18.815|14.122|8.632|19.430|22.961|3.600|3.712|27.620|34.846|2.856|3.599|9.013|1.805|5.658|35.709|18.709|1.999|7.999|1.592|6.451|3.183|17.441|49.416|6.611|6.230|42.268|2.984|16.960|67.422|9.983|22.148|32.415|2.008
02.12.2014|18.750|14.113|8.654|19.541|22.926|3.613|3.710|27.605|34.779|2.865|3.597|8.991|1.810|5.603|35.900|18.643|1.997|7.995|1.584|6.491|3.174|17.375|49.592|6.632|6.233|41.657|2.975|16.990|67.604|9.980|22.215|32.477|2.006
03.12.2014|18.888|14.124|8.762|19.677|22.962|3.641|3.713|27.625|35.132|2.888|3.599|9.007|1.821|5.611|36.217|18.765|2.010|8.001|1.592|6.506|3.191|17.443|50.191|6.641|6.240|42.252|2.980|17.095|68.138|10.020|22.390|32.608|2.005
04.12.2014|18.797|14.124|8.704|19.740|22.957|3.646|3.712|27.620|35.139|2.894|3.599|9.000|1.823|5.625|36.249|18.709|2.011|7.999|1.590|6.511|3.166|17.386|50.371|6.637|6.237|41.959|2.978|17.066|68.159|10.027|22.438|32.659|2.007
05.12.2014|18.720|14.133|8.686|19.620|22.993|3.635|3.715|27.640|35.075|2.884|3.602|8.997|1.818|5.647|36.159|18.548|2.006|8.005|1.579|6.442|3.137|17.353|50.140|6.640|6.236|41.674|2.973|16.960|67.869|9.994|22.356|32.568|1.992
08.12.2014|18.668|14.116|8.692|19.683|22.965|3.649|3.711|27.610|35.192|2.906|3.600|9.007|1.824|5.639|36.391|18.600|2.019|7.996|1.566|6.445|3.138|17.217|50.384|6.636|6.215|42.072|2.967|17.042|68.151|9.879|22.524|32.708|1.955
09.12.2014|18.530|14.119|8.564|19.491|22.972|3.609|3.711|27.615|34.948|2.880|3.603|9.030|1.811|5.671|36.034|18.655|2.014|7.998|1.551|6.410|3.134|17.149|50.112|6.638|6.221|41.216|2.969|16.941|67.796|9.886|22.325|32.520|1.950
10.12.2014|18.600|14.118|8.605|19.470|22.967|3.608|3.712|27.620|34.970|2.875|3.601|8.991|1.806|5.661|35.919|18.743|2.016|7.999|1.547|6.405|3.111|17.224|49.992|6.636|6.217|41.050|2.961|16.986|67.924|9.866|22.286|32.517|1.939
11.12.2014|18.345|14.126|8.475|19.348|22.999|3.593|3.714|27.630|34.854|2.868|3.600|8.967|1.800|5.692|35.650|18.776|2.019|8.002|1.531|6.373|3.067|17.381|50.003|6.610|6.208|40.237|2.952|16.926|67.737|9.825|22.231|32.536|1.927
12.12.2014|18.326|14.108|8.346|19.139|22.974|3.582|3.710|27.590|34.811|2.859|3.596|8.932|1.779|5.681|35.478|18.718|2.011|7.991|1.490|6.341|3.026|17.300|49.815|6.611|6.176|38.635|2.944|16.918|67.607|9.675|22.162|32.437|1.906
15.12.2014|18.224|14.093|8.301|19.140|22.950|3.585|3.706|27.565|34.736|2.862|3.595|8.938|1.748|5.639|35.127|18.669|2.014|7.983|1.502|6.347|3.004|17.166|49.651|6.600|6.153|36.623|2.929|16.897|67.369|9.508|22.191|32.430|1.905
16.12.2014|18.155|14.112|8.072|18.892|22.979|3.558|3.709|27.600|34.657|2.840|3.600|8.834|1.736|5.627|34.586|18.933|2.039|7.994|1.489|6.311|2.892|17.192|49.185|6.562|6.163|30.123|2.888|16.922|66.841|9.265|22.017|32.362|1.890
17.12.2014|18.174|14.127|8.127|19.076|23.007|3.582|3.713|27.630|34.834|2.863|3.602|8.781|1.753|5.662|34.872|18.939|2.027|8.002|1.506|6.372|2.984|17.184|49.569|6.540|6.174|33.660|2.907|17.004|67.317|9.424|22.195|32.514|1.897
18.12.2014|18.401|14.114|8.424|19.379|22.911|3.617|3.711|27.610|35.100|2.897|3.601|8.773|1.789|5.692|35.639|18.915|2.050|7.996|1.550|6.484|3.045|17.409|50.243|6.508|6.175|36.582|2.926|17.103|68.371|9.684|22.474|32.923|1.946
19.12.2014|18.411|14.131|8.499|19.412|22.956|3.619|3.715|27.635|35.236|2.902|3.606|8.734|1.803|5.733|35.573|18.878|2.047|8.004|1.550|6.474|3.063|17.505|50.311|6.466|6.177|37.613|2.920|17.116|68.472|9.685|22.507|32.715|1.939
22.12.2014|18.343|14.120|8.506|19.369|22.950|3.621|3.712|27.620|35.183|2.904|3.606|8.758|1.811|5.741|35.628|18.782|2.055|7.999|1.546|6.460|3.049|17.476|50.459|6.475|6.184|41.106|2.897|17.077|68.536|9.714|22.528|32.731|1.944
23.12.2014|18.406|14.141|8.512|19.455|22.989|3.637|3.717|27.660|35.158|2.919|3.609|8.812|1.819|5.800|35.783|18.839|2.054|8.011|1.546|6.477|3.065|17.538|50.666|6.468|6.175|41.349|2.910|17.135|68.810|9.740|22.645|32.850|1.951
29.12.2014|18.528|14.174|8.504|19.549|23.047|3.653|3.726|27.720|35.351|2.929|3.618|8.809|1.826|5.785|35.696|18.865|2.067|8.028|1.546|6.499|3.060|17.720|50.794|6.446|6.196|40.660|2.883|17.184|68.914|9.786|22.728|32.926|1.958
30.12.2014|18.627|14.175|8.559|19.616|23.048|3.676|3.725|27.730|35.419|2.938|3.620|8.804|1.832|5.827|35.966|19.063|2.078|8.031|1.546|6.517|3.065|17.838|50.903|6.434|6.183|39.956|2.927|17.234|69.270|9.713|22.797|33.018|1.959
31.12.2014|18.692|14.193|8.594|19.710|23.058|3.680|3.724|27.725|35.591|2.944|3.621|8.789|1.844|5.874|36.224|19.090|2.093|8.030|1.552|6.531|3.071|17.857|50.946|6.492|6.185|38.323|2.954|17.265|69.446|9.789|22.834|33.082|1.974
