Date|1 AUD|1 BGN|1 BRL|1 CAD|1 CHF|1 CNY|1 DKK|1 EEK|1 EUR|1 GBP|1 HKD|1 HRK|100 HUF|1000 IDR|100 ISK|100 JPY|100 KRW|1 LTL|1 LVL|1 MXN|1 MYR|1 NOK|1 NZD|100 PHP|1 PLN|1 RON|100 RUB|1 SEK|1 SGD|100 SKK|100 THB|1 TRY|1 USD|1 XDR|1 ZAR
02.10.2008|13.991|12.652|9.108|16.719|15.732|2.601|3.318|1.582|24.750|31.449|2.291|3.479|10.150|1.888|15.449|16.895|1.452|7.168|34.867|1.611|5.165|2.985|11.921|37.872|7.261|6.495|68.848|2.545|12.341|81.600|52.236|13.662|17.802|27.528|2.117
03.10.2008|13.927|12.675|8.736|16.644|15.839|2.619|3.323|1.584|24.790|31.647|2.306|3.482|10.076|1.900|15.881|17.085|1.462|7.180|34.935|1.590|5.168|2.991|11.873|38.109|7.232|6.395|69.117|2.555|12.356|81.738|52.416|13.667|17.921|27.505|2.100
06.10.2008|13.542|12.610|8.514|16.689|15.879|2.645|3.308|1.577|24.675|31.922|2.330|3.463|9.914|1.887|15.861|17.506|1.426|7.146|34.778|1.596|5.189|2.956|11.733|38.257|7.163|6.262|69.254|2.527|12.367|81.288|52.596|13.557|18.095|27.610|2.088
07.10.2008|13.027|12.512|8.267|16.310|15.762|2.635|3.280|1.564|24.475|31.482|2.312|3.429|9.824|1.877|16.303|17.539|1.351|7.088|34.506|1.509|5.141|2.922|11.416|37.998|7.129|6.240|68.720|2.534|12.269|80.491|52.011|13.208|17.954|27.404|2.040
08.10.2008|12.259|12.552|7.342|16.247|15.795|2.623|3.293|1.569|24.550|31.432|2.302|3.444|9.744|1.862|14.833|17.723|1.282|7.110|34.602|1.398|5.110|2.925|10.917|37.472|7.106|6.329|68.707|2.536|12.196|80.810|52.005|12.835|17.874|27.388|1.953
09.10.2008|12.646|12.618|8.060|16.025|15.959|2.645|3.311|1.577|24.680|31.249|2.322|3.459|9.763|1.880|16.400|17.905|1.305|7.148|34.790|1.483|5.141|2.951|11.166|38.130|7.144|6.448|69.176|2.556|12.268|81.144|52.555|13.041|18.036|27.645|1.986
10.10.2008|12.170|12.748|7.987|15.744|16.428|2.686|3.347|1.594|24.935|31.246|2.366|3.492|9.516|1.862|18.943|18.516|1.404|7.222|35.144|1.347|5.228|2.962|10.979|38.447|7.029|6.551|70.127|2.583|12.394|81.235|53.417|12.867|18.362|28.022|1.973
13.10.2008|12.139|12.606|8.165|15.506|16.002|2.649|3.308|1.576|24.655|31.381|2.329|3.448|9.746|1.841|16.342|18.044|1.457|7.140|34.769|1.428|5.163|2.926|10.940|38.385|6.930|6.518|69.177|2.551|12.303|80.677|52.795|12.830|18.079|27.591|1.957
14.10.2008|12.905|12.582|8.411|15.736|15.850|2.620|3.302|1.573|24.610|31.514|2.305|3.446|9.841|1.837|16.355|17.422|1.483|7.127|34.711|1.506|5.122|2.917|11.320|37.892|7.091|6.534|68.799|2.543|12.262|80.808|52.557|13.024|17.898|27.314|2.016
15.10.2008|12.615|12.659|8.706|15.636|16.050|2.659|3.322|1.582|24.760|31.901|2.341|3.459|9.415|1.857|16.509|17.919|1.466|7.171|34.962|1.456|5.172|2.878|11.375|38.284|7.036|6.525|69.522|2.516|12.362|81.247|53.218|13.007|18.166|27.838|1.962
16.10.2008|12.409|12.686|8.177|15.460|16.228|2.690|3.330|1.586|24.820|31.682|2.369|3.475|9.359|1.863|16.435|18.257|1.338|7.188|35.027|1.360|5.210|2.789|11.217|38.320|6.943|6.551|69.976|2.470|12.414|81.272|53.624|12.380|18.374|28.158|1.822
17.10.2008|12.862|12.899|8.786|15.830|16.584|2.754|3.386|1.612|25.230|32.554|2.426|3.532|9.407|1.920|16.708|18.609|1.410|7.307|35.570|1.459|5.337|2.836|11.544|39.289|7.069|6.786|71.368|2.518|12.709|82.681|54.939|12.417|18.819|28.607|1.834
20.10.2008|12.903|12.783|8.877|15.700|16.356|2.727|3.354|1.598|25.000|32.372|2.401|3.480|9.329|1.897|16.612|18.309|1.429|7.241|35.256|1.456|5.288|2.845|11.470|38.880|6.989|6.841|70.891|2.521|12.594|82.095|54.327|12.317|18.623|28.309|1.850
21.10.2008|13.127|12.941|8.922|15.889|16.626|2.809|3.396|1.618|25.315|32.579|2.476|3.527|9.215|1.953|16.831|19.020|1.468|7.332|35.690|1.457|5.443|2.848|11.742|39.913|7.007|6.979|72.221|2.534|12.962|83.089|55.858|12.348|19.198|29.196|1.842
22.10.2008|13.359|13.027|8.492|15.846|17.001|2.903|3.419|1.629|25.485|32.334|2.559|3.527|9.249|2.004|16.925|20.085|1.469|7.381|35.920|1.463|5.595|2.827|11.822|40.866|6.772|7.117|73.629|2.517|13.241|83.640|57.475|12.087|19.840|29.946|1.808
23.10.2008|13.309|13.192|7.961|15.842|17.282|2.946|3.460|1.649|25.800|32.582|2.598|3.564|9.066|2.025|17.088|20.739|1.442|7.472|36.353|1.416|5.636|2.819|11.825|41.362|6.595|7.096|74.610|2.564|13.388|84.417|58.155|11.633|20.139|30.072|1.735
24.10.2008|12.202|12.781|8.359|15.634|17.164|2.901|3.353|1.598|25.000|31.033|2.561|3.454|9.050|1.984|16.452|21.302|1.406|7.240|35.226|1.434|5.544|2.840|10.954|40.663|6.464|6.811|72.900|2.504|13.153|81.954|57.217|11.677|19.852|29.628|1.786
27.10.2008|12.100|12.610|8.670|15.449|17.076|2.890|3.312|1.577|24.680|30.608|2.555|3.426|9.106|1.834|16.231|21.323|1.373|7.148|34.795|1.504|5.530|2.799|10.727|40.085|6.429|6.676|72.379|2.444|13.100|80.839|56.926|11.785|19.802|29.268|1.780
29.10.2008|12.136|12.208|8.585|14.854|16.246|2.733|3.205|1.526|23.875|29.999|2.412|3.328|9.324|1.731|15.670|19.247|1.321|6.914|33.641|1.437|5.222|2.791|10.763|38.160|6.647|6.536|69.159|2.412|12.486|78.340|53.585|12.317|18.698|27.861|1.850
30.10.2008|12.751|12.515|8.899|15.595|16.541|2.747|3.287|1.565|24.480|30.967|2.423|3.418|9.516|1.759|16.030|19.024|1.517|7.090|34.513|1.468|5.317|2.876|11.120|38.804|6.869|6.721|70.372|2.495|12.787|80.553|53.945|12.348|18.781|28.236|1.880
31.10.2008|12.586|12.387|9.010|15.450|16.496|2.777|3.254|1.549|24.230|30.791|2.450|3.379|9.268|1.742|15.786|19.385|1.485|7.017|34.132|1.498|5.348|2.839|11.069|38.956|6.732|6.585|70.180|2.446|12.800|79.587|54.168|12.175|18.991|28.552|1.887
03.11.2008|12.712|12.412|8.657|15.827|16.370|2.770|3.263|1.552|24.290|30.476|2.444|3.385|9.402|1.730|15.177|19.214|1.524|7.034|34.250|1.482|5.378|2.862|11.120|39.076|6.824|6.587|70.235|2.465|12.853|79.882|54.178|12.317|18.938|28.186|1.937
04.11.2008|13.021|12.353|8.782|16.160|16.167|2.757|3.246|1.544|24.160|29.918|2.432|3.378|9.299|1.729|14.707|18.968|1.477|6.997|34.067|1.496|5.343|2.822|11.451|39.019|6.852|6.556|69.869|2.441|12.794|79.649|53.931|12.493|18.846|27.971|1.912
05.11.2008|13.056|12.430|8.861|16.342|16.146|2.765|3.266|1.554|24.310|30.138|2.436|3.405|9.390|1.732|14.838|19.083|1.508|7.040|34.293|1.501|5.356|2.805|11.385|39.373|6.915|6.564|70.243|2.446|12.763|80.113|53.949|12.526|18.879|28.201|1.952
06.11.2008|13.267|12.713|9.120|16.627|16.604|2.857|3.344|1.591|24.890|30.907|2.515|3.486|9.502|1.789|14.994|19.932|1.464|7.209|35.150|1.524|5.500|2.855|11.649|40.311|6.915|6.706|72.215|2.487|13.130|82.118|55.694|12.739|19.490|29.071|1.971
07.11.2008|13.147|12.831|9.020|16.488|16.754|2.883|3.372|1.605|25.110|31.042|2.539|3.514|9.369|1.805|15.127|20.199|1.484|7.272|35.411|1.515|5.540|2.879|11.557|40.446|6.863|6.726|72.771|2.497|13.150|82.615|56.293|12.687|19.677|29.244|1.953
10.11.2008|13.561|12.918|9.240|16.712|16.693|2.871|3.393|1.615|25.270|30.951|2.528|3.537|9.517|1.794|15.179|19.754|1.473|7.319|35.622|1.549|5.524|2.907|11.788|40.603|6.929|6.750|72.886|2.533|13.180|83.037|56.139|12.868|19.595|29.182|1.988
11.11.2008|13.316|12.956|9.054|16.697|16.911|2.915|3.405|1.620|25.340|31.088|2.565|3.546|9.506|1.783|14.813|20.306|1.494|7.339|35.730|1.541|5.545|2.897|11.603|40.824|6.758|6.691|72.762|2.524|13.269|83.192|56.894|12.557|19.882|29.482|1.970
12.11.2008|13.386|12.992|8.920|16.725|17.090|2.970|3.413|1.624|25.415|30.875|2.617|3.555|9.362|1.756|14.863|20.864|1.492|7.361|35.841|1.554|5.646|2.893|11.664|41.527|6.753|6.591|73.713|2.515|13.453|83.352|57.985|12.341|20.282|29.898|1.943
13.11.2008|12.901|12.923|8.718|16.361|16.945|2.955|3.394|1.616|25.280|29.955|2.604|3.550|9.377|1.736|14.771|21.004|1.451|7.321|35.636|1.559|5.608|2.848|11.207|40.936|6.753|6.647|73.219|2.498|13.344|83.131|57.669|12.355|20.181|29.710|1.948
14.11.2008|13.137|12.965|8.646|16.356|16.788|2.931|3.406|1.621|25.365|29.485|2.581|3.565|9.375|1.728|14.833|20.754|1.429|7.346|35.761|1.543|5.563|2.898|11.146|40.647|6.792|6.769|73.049|2.536|13.174|83.384|57.190|12.232|20.002|29.535|1.957
18.11.2008|13.168|13.136|8.773|16.520|16.939|2.976|3.450|1.642|25.695|30.502|2.620|3.614|9.468|1.714|14.744|21.058|1.402|7.442|36.226|1.541|5.637|2.886|11.181|40.776|6.712|6.690|74.052|2.523|13.302|84.580|57.978|12.237|20.307|29.968|1.978
19.11.2008|13.163|13.150|8.609|16.453|16.887|2.981|3.452|1.644|25.720|30.636|2.627|3.615|9.488|1.711|14.614|21.065|1.407|7.449|36.256|1.543|5.640|2.899|11.171|40.768|6.687|6.680|74.195|2.537|13.329|84.634|58.136|12.140|20.359|30.057|1.948
20.11.2008|12.867|13.106|8.493|16.208|16.765|2.991|3.440|1.638|25.635|30.437|2.637|3.593|9.502|1.696|14.575|21.382|1.364|7.424|36.141|1.515|5.640|2.890|11.051|40.904|6.662|6.716|74.168|2.504|13.365|84.346|58.152|12.008|20.438|30.164|1.935
21.11.2008|12.674|13.131|8.395|15.909|16.707|2.984|3.448|1.643|25.700|30.541|2.630|3.605|9.628|1.692|14.362|21.530|1.364|7.443|36.233|1.458|5.627|2.880|10.769|40.886|6.697|6.757|74.187|2.478|13.324|84.528|57.851|12.133|20.384|30.005|1.948
24.11.2008|12.734|12.974|8.402|15.724|16.438|2.911|3.405|1.622|25.380|29.800|2.563|3.564|9.632|1.642|14.259|20.720|1.315|7.350|35.787|1.470|5.475|2.840|10.746|39.828|6.581|6.674|72.231|2.440|13.094|83.487|56.313|12.399|19.870|29.410|1.922
25.11.2008|12.659|12.999|8.411|15.956|16.467|2.909|3.414|1.627|25.450|29.788|2.559|3.567|9.682|1.633|14.143|20.666|1.321|7.371|35.880|1.477|5.480|2.804|10.690|40.106|6.645|6.680|72.290|2.460|13.068|83.877|56.315|12.476|19.843|29.508|1.983
26.11.2008|12.541|12.822|8.252|15.688|16.224|2.839|3.365|1.603|25.080|29.654|2.500|3.509|9.643|1.606|13.844|20.366|1.312|7.263|35.359|1.451|5.352|2.775|10.630|39.466|6.657|6.534|70.792|2.431|12.824|82.677|54.997|12.150|19.388|28.968|1.940
27.11.2008|12.768|12.866|8.674|15.792|16.282|2.858|3.378|1.609|25.170|30.104|2.517|3.530|9.617|1.624|13.787|20.454|1.321|7.290|35.476|1.480|5.393|2.831|10.737|39.929|6.672|6.508|71.141|2.455|12.905|82.976|55.080|12.393|19.509|29.150|1.980
28.11.2008|12.911|12.888|8.490|15.975|16.312|2.902|3.383|1.611|25.210|30.375|2.556|3.534|9.715|1.647|13.903|20.757|1.348|7.301|35.532|1.489|5.467|2.827|10.862|40.468|6.681|6.643|71.037|2.446|13.111|83.142|55.769|12.529|19.809|29.597|1.961
01.12.2008|13.031|13.091|8.592|16.273|16.773|2.950|3.438|1.637|25.610|30.423|2.619|3.588|9.767|1.689|13.714|21.633|1.410|7.417|36.111|1.483|5.595|2.880|10.843|41.658|6.663|6.704|72.520|2.472|13.271|84.489|56.848|12.686|20.306|30.340|1.983
02.12.2008|13.097|13.126|8.696|16.301|16.769|2.940|3.448|1.642|25.685|30.319|2.609|3.577|9.828|1.678|13.729|21.656|1.381|7.439|36.207|1.492|5.556|2.866|10.771|40.916|6.702|6.725|72.446|2.438|13.217|84.867|56.854|12.723|20.223|29.998|1.957
03.12.2008|13.076|13.115|8.447|16.178|16.722|2.956|3.443|1.639|25.650|30.009|2.621|3.569|9.780|1.700|13.722|21.856|1.383|7.429|36.162|1.495|5.582|2.881|10.756|41.327|6.662|6.674|72.565|2.453|13.279|84.899|57.106|12.876|20.318|30.101|1.975
04.12.2008|13.098|13.148|8.200|16.120|16.767|2.961|3.453|1.644|25.720|29.818|2.629|3.576|9.844|1.723|14.663|21.968|1.379|7.449|36.256|1.492|5.598|2.847|10.897|41.271|6.658|6.689|72.776|2.442|13.345|85.195|57.082|12.957|20.376|30.176|1.979
05.12.2008|12.954|13.173|7.991|15.752|16.744|2.958|3.459|1.647|25.765|29.739|2.624|3.586|9.711|1.746|16.156|22.037|1.378|7.462|36.325|1.488|5.591|2.818|10.726|41.463|6.626|6.682|72.129|2.435|13.340|85.352|57.025|12.803|20.338|30.089|1.967
08.12.2008|13.267|13.144|8.141|16.006|16.487|2.908|3.451|1.643|25.710|29.720|2.580|3.575|9.713|1.717|17.511|21.405|1.381|7.446|36.237|1.485|5.498|2.816|10.852|41.152|6.614|6.631|71.402|2.469|13.252|85.147|56.259|12.654|20.000|29.823|1.959
09.12.2008|13.137|13.166|8.088|15.925|16.518|2.919|3.456|1.646|25.750|29.573|2.588|3.582|9.780|1.837|17.588|21.674|1.393|7.458|36.314|1.489|5.546|2.815|10.850|41.330|6.567|6.617|71.600|2.451|13.330|85.309|56.599|12.652|20.062|29.895|1.968
10.12.2008|13.168|13.242|8.000|15.889|16.613|2.919|3.477|1.655|25.900|29.656|2.585|3.601|9.820|1.836|17.322|21.617|1.437|7.501|36.520|1.482|5.542|2.837|10.928|41.514|6.547|6.674|71.757|2.451|13.353|85.794|56.604|12.764|20.035|29.939|1.963
11.12.2008|13.055|13.276|8.202|15.854|16.505|2.868|3.486|1.660|25.970|29.284|2.536|3.615|9.820|1.786|17.057|21.519|1.447|7.521|36.619|1.479|5.509|2.821|10.824|41.179|6.514|6.635|70.588|2.455|13.179|86.065|56.040|12.681|19.650|29.626|1.938
12.12.2008|12.811|13.292|8.122|15.665|16.507|2.848|3.490|1.662|26.000|29.144|2.514|3.620|9.829|1.763|16.642|21.625|1.421|7.530|36.646|1.453|5.439|2.821|10.613|40.531|6.567|6.617|70.256|2.438|13.078|86.178|55.648|12.390|19.485|29.376|1.914
15.12.2008|12.907|13.369|8.063|15.802|16.563|2.827|3.511|1.672|26.155|29.080|2.498|3.640|9.814|1.748|16.756|21.389|1.420|7.575|36.880|1.419|5.434|2.808|10.694|40.626|6.547|6.641|69.715|2.407|13.129|86.719|55.500|12.347|19.358|29.366|1.892
16.12.2008|12.932|13.485|8.061|15.666|16.680|2.814|3.540|1.686|26.375|29.516|2.485|3.662|9.826|1.743|16.834|21.419|1.427|7.639|37.221|1.444|5.414|2.772|10.843|40.466|6.506|6.678|69.763|2.387|13.063|87.392|55.167|12.300|19.262|29.553|1.870
17.12.2008|12.813|13.415|7.898|15.427|16.777|2.730|3.523|1.678|26.250|28.566|2.408|3.642|9.904|1.699|16.194|21.104|1.409|7.603|37.040|1.422|5.286|2.758|10.799|39.793|6.418|6.649|67.622|2.381|12.803|86.877|54.016|12.052|18.663|29.065|1.869
18.12.2008|12.799|13.570|7.726|15.219|17.272|2.656|3.565|1.697|26.560|27.908|2.342|3.670|9.888|1.656|15.857|20.536|1.408|7.692|37.472|1.376|5.242|2.688|10.870|38.869|6.372|6.689|66.659|2.403|12.705|88.005|52.875|12.104|18.152|28.669|1.859
19.12.2008|12.838|13.442|7.967|15.382|17.017|2.756|3.530|1.681|26.300|28.309|2.434|3.634|9.896|1.723|15.484|21.079|1.462|7.617|37.142|1.436|5.435|2.675|10.816|40.217|6.442|6.690|67.495|2.422|12.937|87.000|54.672|12.413|18.862|29.790|1.932
22.12.2008|12.928|13.480|7.971|15.728|17.160|2.755|3.538|1.685|26.370|27.936|2.435|3.658|9.910|1.723|15.466|20.981|1.442|7.638|37.388|1.437|5.419|2.677|10.872|39.923|6.441|6.709|66.534|2.433|13.016|87.390|54.617|12.428|18.871|29.157|1.952
23.12.2008|12.866|13.457|7.919|15.436|17.329|2.748|3.530|1.682|26.315|27.880|2.428|3.632|9.945|1.718|15.024|20.887|1.407|7.621|37.284|1.428|5.422|2.696|10.747|39.741|6.423|6.657|66.336|2.403|13.040|87.049|54.401|12.384|18.817|29.040|1.937
29.12.2008|12.862|13.532|7.842|15.204|17.723|2.710|3.552|1.691|26.465|27.051|2.393|3.604|9.929|1.671|14.777|20.528|1.466|7.665|37.481|1.381|5.331|2.662|10.784|39.078|6.392|6.511|63.465|2.410|12.893|87.720|53.009|12.243|18.550|28.635|1.944
30.12.2008|13.030|13.611|8.040|15.369|17.793|2.765|3.574|1.702|26.630|27.327|2.437|3.632|9.998|1.725|15.619|20.890|1.499|7.712|37.618|1.379|5.429|2.706|10.891|39.793|6.423|6.624|64.307|2.431|13.102|88.340|54.340|12.337|18.886|29.232|1.988
31.12.2008|13.277|13.770|8.301|15.830|18.132|2.836|3.615|1.721|26.930|28.270|2.496|3.655|10.112|1.775|15.928|21.348|1.536|7.799|38.021|1.400|5.604|2.761|11.132|40.755|6.485|6.695|65.233|2.477|13.435|89.335|55.773|12.571|19.346|29.798|2.061
