Date|1 AUD|1 BGN|1 BRL|1 CAD|1 CHF|1 CNY|1 DKK|1 EEK|1 EUR|1 GBP|1 HKD|1 HRK|100 HUF|1000 IDR|100 ISK|100 JPY|100 KRW|1 LTL|1 LVL|1 MXN|1 MYR|1 NOK|1 NZD|100 PHP|1 PLN|1 RON|100 RUB|1 SEK|1 SGD|100 SKK|100 THB|1 TRY|1 USD|1 XDR|1 ZAR
02.01.2008|15.809|13.478|10.140|18.165|15.951|2.461|3.536|1.685|26.360|35.557|2.298|3.594|10.410|1.914|28.676|16.094|1.916|7.634|37.722|1.647|5.422|3.301|13.907|43.599|7.318|7.345|73.304|2.797|12.474|78.440|60.032|15.392|17.950|28.333|2.632
03.01.2008|15.642|13.381|10.080|17.853|15.927|2.441|3.511|1.673|26.170|35.140|2.275|3.565|10.318|1.885|28.562|16.283|1.895|7.580|37.455|1.626|5.397|3.303|13.733|43.239|7.253|7.262|72.632|2.782|12.387|78.236|59.463|15.197|17.750|28.145|2.597
04.01.2008|15.638|13.358|10.166|17.943|15.924|2.439|3.507|1.670|26.130|35.073|2.274|3.558|10.302|1.880|28.883|16.243|1.890|7.568|37.409|1.631|5.404|3.322|13.719|43.303|7.256|7.304|72.582|2.787|12.381|78.394|59.584|15.278|17.741|28.068|2.596
07.01.2008|15.507|13.364|10.053|17.766|15.940|2.442|3.509|1.671|26.140|35.028|2.276|3.557|10.240|1.881|28.721|16.269|1.888|7.571|37.428|1.625|5.410|3.322|13.594|43.408|7.251|7.266|72.607|2.792|12.379|78.228|59.577|15.178|17.754|28.088|2.571
08.01.2008|15.628|13.359|10.126|17.737|15.903|2.445|3.507|1.670|26.125|35.085|2.277|3.557|10.263|1.879|28.580|16.208|1.891|7.566|37.444|1.633|5.430|3.311|13.682|43.570|7.267|7.273|72.597|2.785|12.411|78.196|59.702|15.311|17.761|28.092|2.584
09.01.2008|15.650|13.289|10.043|17.622|15.884|2.438|3.489|1.661|25.990|34.718|2.268|3.537|10.218|1.876|28.138|16.186|1.889|7.527|37.267|1.620|5.423|3.294|13.695|43.650|7.233|7.116|72.362|2.764|12.369|77.978|59.968|15.257|17.706|27.983|2.584
10.01.2008|15.563|13.219|9.998|17.484|15.867|2.425|3.471|1.652|25.855|34.499|2.259|3.519|10.168|1.868|27.973|16.051|1.880|7.488|37.020|1.610|5.395|3.298|13.660|43.281|7.189|7.025|71.996|2.749|12.315|77.596|59.925|15.201|17.633|27.836|2.565
11.01.2008|15.661|13.248|9.975|17.177|15.885|2.412|3.480|1.656|25.910|34.298|2.245|3.525|10.206|1.857|27.658|16.079|1.868|7.504|37.067|1.600|5.375|3.313|13.767|43.014|7.236|7.043|71.871|2.758|12.228|77.896|59.170|15.219|17.517|27.740|2.565
14.01.2008|15.627|13.227|9.976|17.054|15.906|2.396|3.475|1.653|25.870|34.040|2.226|3.520|10.203|1.842|27.217|16.111|1.853|7.492|37.005|1.589|5.340|3.306|13.723|42.837|7.223|6.964|71.562|2.753|12.148|77.751|58.568|15.092|17.368|27.504|2.578
15.01.2008|15.662|13.239|10.033|17.153|15.976|2.402|3.478|1.655|25.895|34.236|2.231|3.527|10.201|1.845|27.156|16.179|1.859|7.500|37.078|1.594|5.341|3.307|13.741|42.951|7.239|6.988|71.660|2.757|12.179|77.618|58.559|15.129|17.395|27.650|2.573
16.01.2008|15.497|13.318|9.975|17.227|16.138|2.435|3.498|1.665|26.050|34.548|2.258|3.551|10.206|1.865|27.095|16.559|1.873|7.544|37.326|1.608|5.388|3.280|13.528|43.247|7.229|7.006|72.270|2.766|12.320|77.831|59.394|15.014|17.610|27.992|2.540
17.01.2008|15.701|13.359|10.074|17.412|16.185|2.454|3.507|1.670|26.130|35.019|2.279|3.563|10.237|1.885|27.339|16.647|1.880|7.568|37.409|1.625|5.428|3.285|13.703|43.645|7.264|7.081|72.725|2.777|12.394|77.565|58.901|15.047|17.785|28.130|2.529
18.01.2008|15.644|13.356|10.041|17.388|16.181|2.458|3.505|1.670|26.125|34.918|2.281|3.562|10.199|1.884|27.378|16.567|1.888|7.566|37.407|1.630|5.442|3.269|13.654|43.741|7.221|7.109|72.721|2.771|12.410|77.580|57.344|15.087|17.802|28.143|2.537
21.01.2008|15.726|13.459|9.973|17.631|16.456|2.510|3.532|1.682|26.320|35.409|2.327|3.586|10.179|1.921|27.279|17.110|1.916|7.623|37.702|1.656|5.520|3.279|13.650|44.167|7.219|7.041|73.400|2.778|12.580|77.720|58.487|15.008|18.175|28.732|2.528
22.01.2008|15.529|13.397|9.860|17.521|16.386|2.497|3.517|1.675|26.205|35.284|2.314|3.584|10.088|1.907|27.007|17.001|1.894|7.589|37.532|1.646|5.486|3.257|13.548|43.700|7.177|6.931|72.967|2.759|12.509|77.176|58.493|14.760|18.074|28.573|2.495
23.01.2008|15.446|13.333|9.847|17.392|16.418|2.474|3.499|1.666|26.070|34.892|2.292|3.561|10.061|1.905|26.778|16.985|1.877|7.551|37.334|1.633|5.450|3.233|13.565|43.547|7.164|6.909|72.386|2.741|12.443|76.903|57.660|14.754|17.889|28.263|2.499
24.01.2008|15.500|13.283|9.867|17.445|16.253|2.454|3.486|1.660|25.980|34.784|2.269|3.574|10.088|1.889|26.886|16.615|1.866|7.524|37.231|1.624|5.414|3.232|13.626|43.075|7.183|6.914|72.165|2.739|12.390|77.524|56.694|14.833|17.717|27.990|2.517
25.01.2008|15.563|13.249|9.883|17.483|16.060|2.443|3.477|1.656|25.910|34.909|2.256|3.562|10.055|1.888|27.051|16.358|1.860|7.504|37.142|1.619|5.435|3.229|13.624|43.391|7.160|6.776|71.851|2.740|12.375|77.389|56.149|14.917|17.617|27.914|2.478
28.01.2008|15.503|13.238|9.804|17.446|16.089|2.439|3.474|1.655|25.890|34.850|2.248|3.564|10.015|1.877|27.058|16.421|1.847|7.498|37.118|1.611|5.414|3.210|13.589|42.984|7.153|6.876|71.613|2.731|12.346|77.088|55.842|14.771|17.548|27.806|2.446
29.01.2008|15.567|13.247|9.886|17.554|16.036|2.437|3.476|1.656|25.905|34.866|2.247|3.572|10.033|1.881|27.094|16.395|1.856|7.503|37.140|1.615|5.417|3.224|13.647|43.279|7.161|6.936|71.636|2.742|12.349|76.975|55.983|14.894|17.537|27.892|2.445
30.01.2008|15.627|13.308|9.896|17.677|16.122|2.445|3.491|1.663|26.020|35.006|2.253|3.598|10.090|1.892|27.319|16.419|1.860|7.536|37.289|1.621|5.433|3.235|13.690|43.322|7.207|7.008|71.839|2.756|12.383|77.289|55.787|14.926|17.576|27.974|2.417
31.01.2008|15.631|13.329|9.941|17.556|16.241|2.441|3.498|1.666|26.070|34.867|2.248|3.596|10.048|1.896|26.946|16.508|1.857|7.551|37.360|1.618|5.419|3.228|13.750|43.290|7.196|7.011|71.792|2.752|12.369|77.187|56.014|14.914|17.533|27.969|2.345
01.02.2008|15.664|13.225|9.941|17.418|16.101|2.419|3.470|1.653|25.865|34.501|2.228|3.578|10.050|1.887|27.016|16.315|1.840|7.491|37.088|1.608|5.369|3.223|13.765|43.065|7.195|7.047|71.185|2.737|12.277|77.463|55.853|14.898|17.370|27.715|2.353
04.02.2008|15.762|13.168|9.981|17.369|15.938|2.415|3.455|1.646|25.750|34.331|2.226|3.560|10.028|1.884|26.840|16.249|1.842|7.458|36.891|1.609|5.377|3.207|13.794|42.716|7.209|7.085|70.937|2.736|12.276|77.269|55.833|14.937|17.364|27.705|2.354
05.02.2008|15.786|13.123|9.982|17.500|15.867|2.433|3.444|1.641|25.670|34.405|2.241|3.538|9.941|1.898|26.792|16.267|1.856|7.435|36.829|1.618|5.415|3.205|13.774|43.262|7.172|7.065|71.058|2.728|12.339|76.922|56.335|14.926|17.478|27.791|2.343
06.02.2008|15.704|13.101|9.960|17.423|15.954|2.438|3.438|1.638|25.625|34.306|2.246|3.527|9.826|1.896|26.563|16.467|1.857|7.422|36.812|1.617|5.422|3.182|13.754|43.158|7.125|6.996|71.066|2.718|12.376|76.733|56.522|14.785|17.522|27.708|2.287
07.02.2008|15.657|13.100|9.939|17.393|16.031|2.447|3.439|1.638|25.625|34.206|2.254|3.523|9.645|1.903|26.156|16.574|1.867|7.421|36.791|1.623|5.443|3.175|13.802|43.429|7.083|6.968|71.184|2.714|12.416|76.105|56.024|14.536|17.589|27.802|2.254
08.02.2008|15.809|13.119|10.019|17.664|16.025|2.460|3.443|1.640|25.660|34.459|2.267|3.525|9.664|1.914|26.184|16.459|1.878|7.432|36.852|1.641|5.472|3.199|13.897|43.576|7.096|6.991|71.477|2.725|12.470|76.530|56.155|14.681|17.683|27.812|2.258
11.02.2008|15.970|13.116|10.027|17.648|16.027|2.453|3.441|1.639|25.650|34.379|2.263|3.523|9.695|1.902|25.852|16.506|1.864|7.429|36.811|1.640|5.440|3.196|13.946|43.120|7.097|7.020|71.500|2.723|12.443|77.139|55.473|14.407|17.640|27.745|2.265
12.02.2008|15.955|13.092|10.081|17.633|15.955|2.450|3.436|1.637|25.610|34.375|2.258|3.520|9.757|1.901|25.960|16.389|1.862|7.417|36.754|1.639|5.436|3.201|13.963|43.310|7.107|7.055|71.437|2.722|12.429|77.348|54.740|14.503|17.610|27.745|2.272
13.02.2008|15.682|13.028|10.000|17.497|15.842|2.428|3.418|1.628|25.480|34.293|2.240|3.503|9.682|1.887|25.924|16.248|1.847|7.379|36.588|1.623|5.395|3.192|13.721|42.718|7.076|6.997|70.864|2.725|12.335|77.188|54.514|14.529|17.472|27.576|2.274
14.02.2008|15.683|12.958|9.953|17.408|15.729|2.411|3.400|1.620|25.340|34.172|2.221|3.489|9.690|1.880|26.048|16.020|1.834|7.339|36.392|1.614|5.357|3.187|13.685|42.326|7.067|6.944|70.349|2.716|12.230|76.893|54.151|14.503|17.328|27.356|2.258
15.02.2008|15.580|12.898|9.799|17.239|15.739|2.395|3.384|1.612|25.225|33.730|2.204|3.472|9.570|1.875|25.683|15.983|1.819|7.305|36.217|1.598|5.337|3.184|13.560|42.244|7.027|6.916|69.917|2.708|12.170|76.422|54.109|14.327|17.193|27.143|2.239
18.02.2008|15.737|12.903|9.896|17.132|15.644|2.407|3.385|1.613|25.235|33.637|2.210|3.464|9.588|1.882|25.725|15.937|1.825|7.309|36.216|1.605|5.354|3.190|13.689|42.454|7.067|6.928|70.091|2.713|12.212|76.708|54.357|14.443|17.245|27.270|2.253
19.02.2008|15.835|12.944|9.939|17.062|15.698|2.402|3.396|1.618|25.315|33.503|2.201|3.476|9.600|1.875|25.722|15.955|1.818|7.332|36.336|1.600|5.328|3.221|13.745|42.293|7.095|6.964|70.014|2.717|12.154|76.584|54.295|14.416|17.171|27.153|2.251
20.02.2008|15.778|12.939|9.921|16.968|15.702|2.417|3.395|1.617|25.305|33.538|2.213|3.475|9.513|1.879|25.611|15.983|1.825|7.329|36.332|1.602|5.354|3.214|13.700|42.369|7.061|6.923|70.186|2.717|12.218|76.243|54.681|14.231|17.265|27.348|2.190
21.02.2008|15.646|12.829|9.945|16.814|15.482|2.385|3.366|1.604|25.090|33.335|2.183|3.443|9.502|1.858|25.403|15.753|1.796|7.267|36.028|1.581|5.286|3.191|13.624|41.968|7.034|6.868|69.354|2.694|12.074|75.877|54.095|14.137|17.026|26.929|2.187
22.02.2008|15.573|12.803|9.912|16.697|15.552|2.361|3.359|1.600|25.040|33.180|2.163|3.436|9.469|1.839|25.320|15.776|1.778|7.252|35.951|1.563|5.242|3.174|13.601|41.548|7.011|6.828|69.041|2.692|11.996|76.318|53.879|14.013|16.864|26.811|2.183
25.02.2008|15.605|12.777|9.920|16.790|15.492|2.359|3.352|1.597|24.990|33.160|2.163|3.431|9.510|1.847|25.321|15.648|1.778|7.238|35.874|1.567|5.245|3.172|13.648|41.597|7.040|6.836|68.985|2.683|11.998|76.166|54.898|14.050|16.867|26.763|2.189
26.02.2008|15.592|12.792|9.905|16.993|15.476|2.350|3.356|1.599|25.020|33.197|2.158|3.436|9.653|1.851|25.446|15.594|1.775|7.247|35.917|1.562|5.235|3.173|13.644|41.609|7.087|6.868|69.075|2.690|11.967|76.325|55.242|14.109|16.818|26.746|2.212
27.02.2008|15.632|12.807|9.951|16.992|15.581|2.332|3.360|1.601|25.045|33.060|2.138|3.441|9.708|1.839|25.387|15.657|1.769|7.254|35.958|1.551|5.198|3.189|13.636|41.392|7.079|6.862|68.865|2.683|11.918|76.322|55.539|14.086|16.648|26.475|2.233
28.02.2008|15.677|12.857|9.963|17.014|15.679|2.339|3.373|1.607|25.145|33.027|2.136|3.457|9.666|1.832|25.389|15.660|1.775|7.283|36.081|1.555|5.192|3.196|13.514|41.211|7.136|6.860|69.078|2.684|11.915|76.666|55.942|14.070|16.629|26.649|2.210
29.02.2008|15.543|12.893|9.890|16.928|15.876|2.338|3.384|1.612|25.220|32.958|2.137|3.468|9.550|1.834|25.304|15.961|1.770|7.304|36.184|1.553|5.205|3.188|13.372|41.241|7.139|6.755|69.187|2.684|11.917|77.493|54.608|13.869|16.628|26.648|2.151
03.03.2008|15.419|12.817|9.758|16.770|15.879|2.322|3.365|1.602|25.070|32.733|2.119|3.448|9.490|1.810|24.921|15.991|1.740|7.261|35.968|1.539|5.156|3.166|13.154|40.620|7.110|6.690|68.641|2.677|11.836|77.044|52.231|13.552|16.492|26.561|2.093
04.03.2008|15.280|12.738|9.831|16.570|15.793|2.306|3.344|1.592|24.915|32.546|2.105|3.426|9.464|1.803|24.791|15.887|1.729|7.216|35.720|1.532|5.144|3.172|13.153|40.403|7.051|6.679|68.226|2.662|11.796|76.922|51.805|13.484|16.383|26.443|2.085
05.03.2008|15.271|12.809|9.857|16.606|15.846|2.319|3.363|1.601|25.050|32.604|2.116|3.442|9.525|1.814|24.808|15.892|1.738|7.255|35.935|1.540|5.178|3.189|13.125|40.435|7.099|6.744|68.609|2.675|11.856|77.416|52.246|13.617|16.484|26.604|2.120
06.03.2008|15.376|12.849|9.865|16.650|15.888|2.309|3.373|1.606|25.130|32.889|2.107|3.454|9.549|1.811|24.708|15.854|1.728|7.278|36.075|1.531|5.182|3.207|13.176|40.613|7.107|6.806|68.662|2.686|11.842|76.885|51.972|13.477|16.408|26.551|2.110
07.03.2008|15.290|12.861|9.669|16.700|15.967|2.295|3.376|1.608|25.160|32.912|2.096|3.456|9.500|1.801|24.003|15.946|1.704|7.287|36.129|1.507|5.153|3.180|13.074|39.952|7.025|6.738|68.565|2.679|11.788|77.135|51.756|13.092|16.319|26.542|2.041
10.03.2008|15.081|12.800|9.698|16.479|15.955|2.297|3.358|1.600|25.040|32.930|2.096|3.440|9.505|1.778|23.862|15.965|1.691|7.252|35.941|1.508|5.102|3.176|12.967|39.867|7.027|6.742|68.348|2.665|11.758|77.308|51.786|13.152|16.325|26.514|2.055
11.03.2008|15.132|12.849|9.672|16.464|15.914|2.300|3.370|1.606|25.130|32.873|2.097|3.457|9.639|1.778|24.009|15.871|1.682|7.278|36.060|1.513|5.104|3.190|13.114|39.749|7.111|6.808|68.532|2.680|11.768|77.686|51.780|13.268|16.337|26.611|2.076
12.03.2008|15.052|12.813|9.588|16.383|15.842|2.281|3.362|1.602|25.065|32.693|2.079|3.449|9.672|1.768|23.570|15.820|1.667|7.260|35.961|1.501|5.087|3.177|13.005|39.263|7.086|6.785|68.160|2.667|11.699|77.545|51.375|13.259|16.196|26.356|2.070
13.03.2008|15.118|12.844|9.534|16.353|15.975|2.275|3.368|1.605|25.120|32.808|2.072|3.461|9.679|1.750|22.876|16.057|1.641|7.275|36.035|1.495|5.107|3.180|13.030|38.959|7.089|6.764|68.121|2.658|11.688|77.747|51.284|13.023|16.129|26.426|2.032
14.03.2008|15.162|12.800|9.599|16.168|15.903|2.269|3.357|1.600|25.035|32.618|2.067|3.448|9.726|1.743|22.978|15.932|1.613|7.251|35.892|1.499|5.087|3.134|13.187|38.724|7.096|6.766|67.960|2.653|11.624|77.487|51.268|13.230|16.088|26.313|2.045
17.03.2008|14.636|12.795|9.215|15.963|16.128|2.242|3.354|1.599|25.020|31.852|2.044|3.445|9.600|1.714|21.116|16.407|1.550|7.246|35.892|1.471|4.973|3.107|12.734|38.082|7.055|6.665|67.504|2.640|11.491|77.059|50.550|12.534|15.880|26.209|1.948
18.03.2008|14.874|12.911|9.404|16.112|16.183|2.262|3.386|1.614|25.255|32.300|2.060|3.480|9.812|1.737|20.736|16.345|1.577|7.314|36.223|1.491|5.054|3.132|12.940|38.764|7.152|6.777|68.113|2.672|11.629|77.936|51.313|12.940|16.010|26.433|1.997
19.03.2008|15.125|13.021|9.646|16.287|16.259|2.297|3.413|1.627|25.460|32.396|2.088|3.508|9.913|1.767|20.362|16.310|1.606|7.374|36.559|1.522|5.107|3.164|13.223|39.107|7.212|6.844|68.832|2.702|11.765|78.302|52.101|13.218|16.229|26.645|2.025
20.03.2008|14.916|13.035|9.499|16.109|16.307|2.344|3.418|1.629|25.495|32.760|2.124|3.511|9.870|1.799|20.980|16.640|1.637|7.384|36.604|1.541|5.200|3.141|13.096|40.012|7.210|6.834|69.426|2.709|11.892|77.822|52.745|13.263|16.525|26.920|2.031
21.03.2008|14.833|13.007|9.509|16.076|16.324|2.334|3.411|1.626|25.445|32.658|2.116|3.504|9.891|1.792|20.922|16.554|1.641|7.370|36.527|1.535|5.176|3.135|13.024|39.683|7.206|6.838|69.246|2.702|11.862|77.849|52.604|13.225|16.459|26.812|2.011
25.03.2008|14.932|13.017|9.421|16.034|16.180|2.318|3.412|1.627|25.455|32.585|2.101|3.505|9.923|1.779|21.542|16.321|1.671|7.372|36.547|1.528|5.111|3.148|13.130|39.495|7.210|6.849|69.000|2.702|11.818|77.927|51.882|13.114|16.343|26.557|2.021
26.03.2008|15.020|13.089|9.435|16.046|16.320|2.318|3.432|1.636|25.600|32.479|2.093|3.526|9.963|1.775|21.307|16.424|1.647|7.414|36.745|1.525|5.103|3.181|13.151|39.178|7.244|6.889|69.126|2.723|11.810|78.454|51.863|12.899|16.290|26.761|2.020
27.03.2008|14.853|12.974|9.320|15.778|16.175|2.293|3.403|1.622|25.380|32.415|2.066|3.495|9.913|1.748|21.410|16.109|1.629|7.351|36.434|1.504|5.009|3.167|12.955|38.445|7.199|6.829|68.445|2.702|11.647|77.877|51.219|12.700|16.078|26.474|2.013
28.03.2008|14.702|12.911|9.170|15.703|16.045|2.280|3.386|1.614|25.250|31.925|2.054|3.474|9.801|1.736|20.557|15.992|1.610|7.313|36.180|1.494|4.999|3.139|12.832|38.276|7.168|6.785|68.054|2.693|11.587|77.427|50.836|12.348|15.984|26.310|1.977
31.03.2008|14.617|12.953|9.198|15.614|16.097|2.285|3.398|1.619|25.335|31.831|2.059|3.484|9.762|1.741|21.186|16.099|1.638|7.338|36.286|1.499|5.010|3.147|12.618|38.555|7.193|6.798|68.268|2.696|11.613|77.780|50.893|12.260|16.024|26.351|1.978
01.04.2008|14.631|12.878|9.178|15.676|16.005|2.294|3.377|1.610|25.185|31.923|2.065|3.463|9.736|1.744|20.922|15.991|1.633|7.294|36.082|1.513|5.035|3.120|12.566|38.803|7.173|6.752|68.142|2.681|11.660|77.541|51.068|12.238|16.084|26.301|1.991
02.04.2008|14.617|12.811|9.241|15.777|15.858|2.284|3.362|1.602|25.070|31.784|2.058|3.445|9.764|1.740|21.450|15.719|1.644|7.261|35.932|1.519|5.027|3.108|12.685|38.773|7.177|6.749|67.899|2.675|11.622|77.253|50.897|12.462|16.032|26.174|2.037
03.04.2008|14.627|12.762|9.314|15.877|15.751|2.292|3.346|1.595|24.955|31.869|2.063|3.430|9.700|1.745|21.391|15.628|1.643|7.228|35.788|1.521|5.028|3.118|12.593|38.786|7.164|6.725|67.785|2.671|11.592|77.018|50.803|12.538|16.077|26.173|2.065
04.04.2008|14.636|12.805|9.294|15.835|15.777|2.271|3.358|1.601|25.045|31.881|2.045|3.442|9.737|1.732|21.502|15.566|1.632|7.254|35.922|1.511|4.987|3.131|12.539|38.339|7.207|6.742|67.617|2.673|11.511|77.227|50.292|12.318|15.930|26.091|2.034
07.04.2008|14.746|12.790|9.370|15.824|15.720|2.277|3.354|1.599|25.020|31.691|2.046|3.440|9.846|1.733|22.040|15.525|1.635|7.247|35.892|1.512|4.999|3.141|12.668|38.203|7.240|6.798|67.624|2.670|11.536|77.246|50.334|12.466|15.938|26.104|2.039
08.04.2008|14.726|12.773|9.338|15.688|15.700|2.274|3.349|1.597|24.985|31.334|2.043|3.434|9.844|1.731|21.820|15.545|1.628|7.236|35.888|1.509|4.993|3.140|12.629|38.267|7.222|6.806|67.529|2.669|11.533|77.162|50.194|12.328|15.919|26.027|2.044
09.04.2008|14.821|12.836|9.432|15.670|15.753|2.280|3.365|1.605|25.105|31.473|2.049|3.455|9.910|1.733|22.250|15.559|1.635|7.271|36.024|1.512|5.022|3.161|12.703|38.327|7.268|6.841|67.793|2.682|11.571|77.483|50.261|12.374|15.963|26.077|2.041
10.04.2008|14.774|12.855|9.370|15.550|15.978|2.265|3.370|1.607|25.145|31.394|2.034|3.461|9.922|1.723|21.759|15.798|1.622|7.283|36.092|1.498|5.026|3.172|12.671|38.121|7.305|6.854|67.640|2.679|11.675|77.734|50.236|12.057|15.839|26.052|2.004
11.04.2008|14.693|12.790|9.345|15.504|15.826|2.255|3.354|1.599|25.015|31.193|2.029|3.442|9.897|1.721|21.483|15.656|1.618|7.245|35.910|1.498|5.013|3.150|12.562|38.164|7.286|6.896|67.360|2.658|11.630|77.189|50.023|12.079|15.800|25.918|2.013
14.04.2008|14.538|12.752|9.272|15.371|15.806|2.245|3.344|1.594|24.940|31.233|2.017|3.433|9.890|1.710|21.116|15.646|1.603|7.223|35.787|1.491|4.970|3.139|12.438|37.773|7.305|6.877|67.076|2.652|11.574|77.226|49.766|11.936|15.714|25.805|1.994
15.04.2008|14.494|12.691|9.303|15.343|15.692|2.243|3.327|1.586|24.820|30.836|2.012|3.418|9.844|1.705|21.109|15.523|1.586|7.188|35.605|1.499|4.948|3.138|12.294|37.599|7.278|6.854|66.847|2.635|11.559|76.777|49.620|11.919|15.679|25.734|1.981
16.04.2008|14.562|12.708|9.330|15.465|15.635|2.232|3.331|1.588|24.850|30.831|2.002|3.424|9.773|1.698|21.099|15.399|1.577|7.197|35.643|1.493|4.948|3.147|12.287|37.219|7.263|6.850|66.735|2.644|11.533|76.828|49.560|11.734|15.604|25.686|1.956
17.04.2008|14.747|12.773|9.504|15.713|15.623|2.253|3.348|1.597|24.980|31.157|2.019|3.441|9.860|1.713|21.246|15.352|1.579|7.235|35.829|1.502|5.001|3.159|12.379|37.529|7.304|6.916|67.213|2.661|11.643|77.086|50.033|11.858|15.738|25.866|2.001
18.04.2008|14.878|12.844|9.627|15.744|15.566|2.277|3.366|1.605|25.120|31.773|2.043|3.462|9.919|1.733|21.034|15.321|1.593|7.275|36.025|1.524|5.067|3.160|12.576|37.976|7.348|7.035|67.760|2.674|11.747|77.447|50.637|12.078|15.921|26.111|2.052
21.04.2008|14.875|12.828|9.467|15.744|15.622|2.255|3.362|1.604|25.090|31.344|2.024|3.458|9.938|1.718|21.019|15.258|1.588|7.267|35.992|1.506|5.024|3.158|12.521|37.661|7.340|7.042|67.442|2.675|11.657|77.343|50.093|12.029|15.782|25.882|2.026
22.04.2008|14.870|12.813|9.469|15.628|15.599|2.251|3.358|1.602|25.060|31.325|2.018|3.451|9.955|1.713|21.176|15.243|1.574|7.258|35.928|1.494|5.012|3.163|12.543|37.677|7.339|7.046|67.310|2.677|11.641|77.495|50.017|12.012|15.730|25.842|2.054
23.04.2008|14.963|12.817|9.507|15.515|15.591|2.253|3.359|1.602|25.070|31.200|2.018|3.450|9.961|1.708|21.349|15.258|1.583|7.261|35.917|1.502|5.021|3.163|12.586|37.507|7.338|7.007|67.318|2.690|11.651|77.484|49.958|12.140|15.727|25.860|2.052
24.04.2008|15.056|12.848|9.620|15.664|15.552|2.281|3.367|1.606|25.130|31.487|2.045|3.458|9.956|1.728|21.495|15.410|1.600|7.278|35.967|1.521|5.069|3.158|12.615|37.964|7.350|6.998|67.798|2.702|11.747|77.551|50.444|12.288|15.935|26.035|2.055
25.04.2008|15.088|12.913|9.645|15.926|15.608|2.311|3.384|1.614|25.255|32.134|2.078|3.477|9.983|1.756|21.960|15.494|1.628|7.315|36.182|1.549|5.133|3.148|12.639|38.636|7.369|6.977|68.459|2.705|11.862|77.913|51.085|12.552|16.196|26.351|2.120
28.04.2008|15.097|12.866|9.679|15.883|15.553|2.300|3.372|1.608|25.165|32.065|2.067|3.465|9.972|1.748|21.975|15.386|1.616|7.288|36.053|1.542|5.097|3.159|12.641|38.112|7.332|6.946|68.182|2.690|11.819|78.020|50.809|12.591|16.104|26.201|2.134
29.04.2008|15.116|12.912|9.563|16.002|15.633|2.322|3.384|1.614|25.250|32.009|2.081|3.474|9.984|1.759|21.923|15.614|1.619|7.313|36.159|1.545|5.146|3.164|12.568|38.444|7.306|6.850|68.496|2.698|11.917|78.319|51.134|12.604|16.218|26.362|2.137
30.04.2008|15.175|12.889|9.536|16.064|15.614|2.322|3.379|1.611|25.210|31.920|2.081|3.468|9.952|1.759|21.757|15.494|1.613|7.301|36.102|1.541|5.135|3.163|12.609|38.420|7.304|6.852|68.482|2.696|11.919|78.223|51.215|12.595|16.221|26.368|2.132
02.05.2008|15.262|12.915|9.874|16.068|15.553|2.339|3.385|1.614|25.260|32.424|2.096|3.480|10.031|1.771|21.736|15.595|1.616|7.316|36.163|1.558|5.164|3.187|12.774|38.720|7.319|6.943|68.715|2.700|11.993|78.357|51.534|12.936|16.340|26.546|2.148
05.05.2008|15.361|12.898|9.862|16.054|15.474|2.335|3.381|1.612|25.230|32.138|2.094|3.475|10.009|1.771|21.324|15.504|1.619|7.307|36.120|1.559|5.169|3.188|12.784|38.687|7.329|6.939|68.670|2.699|11.992|78.263|51.499|12.919|16.320|26.455|2.144
06.05.2008|15.307|12.871|9.768|16.017|15.471|2.321|3.373|1.609|25.175|31.943|2.080|3.469|9.989|1.761|21.010|15.515|1.596|7.291|36.083|1.547|5.145|3.200|12.756|38.291|7.325|6.883|68.332|2.696|11.937|78.287|51.125|12.900|16.214|26.265|2.153
07.05.2008|15.416|12.854|9.804|16.255|15.427|2.332|3.369|1.607|25.140|31.877|2.091|3.462|9.973|1.766|21.216|15.483|1.584|7.281|36.033|1.549|5.140|3.200|12.802|38.256|7.341|6.872|68.489|2.704|11.937|78.440|51.331|13.028|16.295|26.332|2.165
09.05.2008|15.269|12.854|9.569|16.126|15.632|2.328|3.370|1.607|25.145|31.681|2.086|3.464|9.943|1.760|20.324|15.831|1.556|7.282|36.030|1.539|5.087|3.206|12.455|38.180|7.393|6.808|68.437|2.707|11.888|78.603|50.920|12.792|16.267|26.362|2.113
12.05.2008|15.236|12.757|9.642|16.084|15.384|2.313|3.344|1.595|24.950|31.622|2.074|3.439|9.953|1.749|20.295|15.551|1.547|7.226|35.776|1.533|5.029|3.182|12.412|37.881|7.354|6.778|67.956|2.687|11.799|78.521|50.243|12.845|16.166|26.198|2.109
13.05.2008|15.197|12.750|9.689|16.026|15.368|2.306|3.341|1.594|24.935|31.417|2.067|3.438|9.970|1.744|20.319|15.515|1.542|7.222|35.749|1.537|5.006|3.177|12.395|37.712|7.369|6.824|67.709|2.683|11.760|78.635|49.899|12.880|16.116|26.096|2.125
14.05.2008|15.113|12.796|9.741|16.241|15.343|2.315|3.353|1.599|25.025|31.475|2.078|3.451|10.015|1.744|20.365|15.404|1.548|7.248|35.863|1.543|4.963|3.190|12.331|37.780|7.368|6.830|67.850|2.688|11.741|78.893|49.947|12.907|16.209|26.173|2.115
