Date|1 AUD|1 BGN|1 BRL|1 CAD|1 CHF|1 CNY|1 DKK|1 EUR|1 GBP|1 HKD|1 HRK|100 HUF|1000 IDR|1 ILS|100 INR|100 JPY|100 KRW|1 LTL|1 LVL|1 MXN|1 MYR|1 NOK|1 NZD|100 PHP|1 PLN|1 RON|100 RUB|1 SEK|1 SGD|100 THB|1 TRY|1 USD|1 XDR|1 ZAR
18.11.2011|18.905|13.026|10.597|18.354|20.580|2.952|3.423|25.475|29.694|2.410|3.399|8.347|2.080|5.042|36.658|24.479|1.648|7.378|36.160|1.374|5.934|3.257|14.312|43.228|5.766|5.837|60.907|2.781|14.488|60.553|10.320|18.765|29.447|2.299
21.11.2011|18.795|13.079|10.552|18.360|20.671|2.989|3.438|25.580|29.746|2.441|3.414|8.335|2.107|5.088|36.516|24.731|1.662|7.408|36.348|1.366|5.970|3.263|14.259|43.913|5.750|5.863|61.193|2.787|14.594|60.951|10.319|19.012|29.660|2.291
22.11.2011|18.576|13.027|10.432|18.123|20.631|2.960|3.425|25.485|29.437|2.417|3.404|8.342|2.081|5.047|36.060|24.465|1.645|7.381|36.100|1.345|5.925|3.256|14.088|43.540|5.710|5.848|60.773|2.769|14.478|60.352|10.188|18.827|29.371|2.238
23.11.2011|18.629|13.110|10.391|18.360|20.836|3.012|3.447|25.640|29.805|2.458|3.420|8.282|2.117|5.086|36.644|24.802|1.659|7.426|36.522|1.361|6.016|3.280|14.211|44.063|5.734|5.888|61.122|2.782|14.657|61.131|10.257|19.152|29.805|2.260
24.11.2011|18.765|13.138|10.342|18.405|20.947|3.021|3.455|25.695|29.861|2.465|3.429|8.286|2.138|5.092|36.907|24.937|1.668|7.442|36.773|1.365|6.037|3.281|14.303|44.017|5.721|5.897|61.177|2.780|14.708|61.457|10.324|19.218|29.907|2.274
25.11.2011|19.045|13.307|10.367|18.705|21.242|3.083|3.499|26.025|30.408|2.523|3.474|8.280|2.172|5.179|37.659|25.371|1.689|7.537|37.298|1.378|6.155|3.321|14.528|44.768|5.765|5.963|62.111|2.814|14.986|62.642|10.425|19.671|30.613|2.292
28.11.2011|19.166|13.167|10.352|18.654|20.921|3.021|3.462|25.750|30.005|2.475|3.434|8.331|2.116|5.079|37.122|24.797|1.675|7.458|36.947|1.374|6.035|3.286|14.550|44.063|5.703|5.899|61.681|2.781|14.850|61.600|10.390|19.288|29.975|2.309
29.11.2011|19.165|13.059|10.378|18.622|20.795|3.004|3.435|25.540|29.919|2.458|3.405|8.263|2.092|5.058|36.862|24.601|1.677|7.397|36.593|1.372|6.022|3.253|14.582|43.889|5.642|5.867|61.102|2.770|14.761|61.237|10.362|19.153|29.774|2.292
30.11.2011|19.282|12.926|10.390|18.481|20.644|2.954|3.405|25.320|29.554|2.420|3.368|8.227|2.068|4.988|36.136|24.294|1.652|7.333|36.278|1.389|5.927|3.266|14.592|43.167|5.615|5.814|60.928|2.769|14.656|60.787|10.269|18.838|29.284|2.309
01.12.2011|19.179|12.926|10.458|18.400|20.609|2.943|3.401|25.280|29.431|2.410|3.367|8.356|2.083|5.008|36.472|24.110|1.665|7.321|36.246|1.381|5.967|3.247|14.575|43.289|5.613|5.808|60.976|2.770|14.602|60.707|10.244|18.736|29.235|2.312
02.12.2011|19.184|12.883|10.448|18.396|20.416|2.932|3.390|25.200|29.296|2.400|3.353|8.353|2.068|5.007|36.483|23.941|1.648|7.298|36.116|1.381|5.959|3.244|14.569|43.094|5.635|5.783|60.675|2.774|14.556|60.561|10.258|18.647|29.095|2.326
05.12.2011|19.212|12.853|10.509|18.422|20.305|2.939|3.381|25.140|29.257|2.407|3.346|8.381|2.070|5.014|36.416|23.987|1.659|7.281|36.030|1.387|5.966|3.253|14.627|43.205|5.627|5.776|60.520|2.779|14.590|60.718|10.242|18.701|29.119|2.339
06.12.2011|19.270|12.902|10.529|18.495|20.369|2.960|3.394|25.235|29.457|2.424|3.360|8.406|2.085|5.036|36.762|24.223|1.667|7.308|36.166|1.394|6.007|3.270|14.663|43.343|5.666|5.796|60.273|2.787|14.648|61.080|10.264|18.837|29.309|2.335
07.12.2011|19.436|12.961|10.551|18.754|20.416|2.978|3.410|25.350|29.578|2.438|3.375|8.442|2.098|5.061|36.646|24.379|1.676|7.342|36.331|1.402|6.066|3.292|14.739|43.792|5.671|5.833|60.602|2.812|14.732|61.457|10.334|18.953|29.464|2.344
08.12.2011|19.393|12.900|10.516|18.659|20.387|2.957|3.394|25.230|29.584|2.420|3.364|8.381|2.092|5.035|36.386|24.326|1.662|7.307|36.175|1.393|6.004|3.283|14.715|43.468|5.636|5.815|60.007|2.799|14.619|61.197|10.273|18.815|29.295|2.328
09.12.2011|19.331|13.028|10.512|18.630|20.659|2.991|3.427|25.480|29.873|2.447|3.397|8.353|2.104|5.060|36.585|24.516|1.660|7.379|36.502|1.391|6.039|3.319|14.680|43.623|5.644|5.868|60.376|2.825|14.679|61.529|10.327|19.037|29.646|2.320
12.12.2011|19.517|13.079|10.624|18.839|20.709|3.034|3.440|25.580|30.164|2.480|3.412|8.380|2.132|5.126|36.510|24.801|1.679|7.408|36.655|1.400|6.103|3.320|14.784|44.244|5.635|5.882|61.145|2.826|14.873|61.975|10.359|19.299|30.054|2.343
13.12.2011|19.677|13.094|10.541|18.927|20.740|3.052|3.444|25.610|30.262|2.497|3.415|8.416|2.142|5.138|36.519|24.956|1.685|7.417|36.741|1.410|6.105|3.320|14.877|44.264|5.619|5.891|61.415|2.827|14.922|62.252|10.410|19.424|30.061|2.353
14.12.2011|19.684|13.110|10.564|19.024|20.832|3.098|3.450|25.645|30.551|2.535|3.418|8.419|2.172|5.183|36.808|25.274|1.703|7.427|36.780|1.420|6.199|3.302|14.851|44.721|5.623|5.903|62.049|2.822|15.099|63.075|10.480|19.733|30.321|2.362
15.12.2011|19.491|13.055|10.550|18.951|20.826|3.078|3.435|25.535|30.424|2.521|3.401|8.448|2.158|5.165|36.633|25.215|1.697|7.395|36.622|1.422|6.157|3.287|14.763|44.487|5.632|5.883|61.589|2.815|15.030|62.590|10.443|19.619|30.148|2.340
16.12.2011|19.399|12.954|10.523|18.766|20.681|3.055|3.409|25.340|30.138|2.492|3.373|8.347|2.146|5.124|36.823|24.910|1.674|7.339|36.306|1.404|6.102|3.256|14.805|44.241|5.644|5.845|60.928|2.805|14.898|61.932|10.338|19.391|29.798|2.316
19.12.2011|19.332|12.939|10.422|18.733|20.751|3.061|3.404|25.295|30.122|2.492|3.365|8.342|2.140|5.113|36.794|24.917|1.653|7.326|36.278|1.399|6.096|3.265|14.781|44.085|5.637|5.871|60.575|2.814|14.872|62.014|10.243|19.399|29.837|2.313
20.12.2011|19.487|13.034|10.508|18.878|20.907|3.072|3.430|25.495|30.467|2.505|3.391|8.485|2.147|5.152|36.875|25.021|1.678|7.384|36.586|1.411|6.134|3.308|14.872|44.444|5.716|5.907|60.752|2.840|14.962|62.312|10.311|19.498|30.059|2.358
21.12.2011|19.792|13.099|10.576|19.089|21.016|3.097|3.446|25.620|30.789|2.523|3.407|8.471|2.164|5.196|37.455|25.209|1.705|7.420|36.787|1.418|6.207|3.306|15.082|44.997|5.749|5.949|61.789|2.846|15.136|62.784|10.436|19.630|30.292|2.398
22.12.2011|19.900|13.104|10.596|19.168|20.951|3.099|3.448|25.630|30.793|2.525|3.410|8.372|2.167|5.196|37.343|25.148|1.699|7.423|36.801|1.425|6.204|3.301|15.176|45.020|5.779|5.960|62.360|2.849|15.178|62.823|10.399|19.644|30.273|2.406
23.12.2011|20.083|13.200|10.659|19.398|21.127|3.120|3.473|25.820|30.997|2.542|3.434|8.411|2.184|5.230|37.411|25.337|1.718|7.478|37.074|1.431|6.262|3.319|15.311|45.468|5.822|6.014|63.367|2.881|15.289|63.149|10.425|19.772|30.483|2.423
27.12.2011|20.045|13.182|10.628|19.352|21.113|3.121|3.469|25.785|30.926|2.537|3.430|8.443|2.174|5.221|37.270|25.338|1.706|7.468|36.957|1.424|6.217|3.307|15.269|44.982|5.852|6.007|63.098|2.873|15.218|62.735|10.388|19.727|30.414|2.419
28.12.2011|20.153|13.210|10.623|19.471|21.183|3.126|3.474|25.830|30.963|2.540|3.436|8.412|2.178|5.203|37.356|25.449|1.709|7.481|37.048|1.413|6.242|3.312|15.365|44.898|5.878|6.027|62.415|2.880|15.251|62.643|10.415|19.758|30.477|2.437
29.12.2011|20.242|13.246|10.711|19.643|21.262|3.181|3.485|25.905|30.983|2.586|3.445|8.336|2.215|5.272|37.885|25.841|1.740|7.502|37.057|1.439|6.326|3.333|15.411|45.833|5.832|6.020|62.357|2.897|15.417|63.253|10.491|20.100|30.761|2.465
30.12.2011|20.277|13.191|10.690|19.524|21.220|3.168|3.470|25.800|30.886|2.567|3.423|8.207|2.199|5.221|37.611|25.754|1.720|7.472|36.860|1.429|6.290|3.325|15.415|45.483|5.789|5.969|61.759|2.895|15.338|62.832|10.550|19.940|30.613|2.460
