Date|1 AUD|1 BGN|1 CAD|1 CHF|1 CNY|1 CYP|1 DKK|1 EEK|1 EUR|1 GBP|1 HKD|1 HRK|100 HUF|1000 IDR|100 ISK|100 JPY|100 KRW|1 LTL|1 LVL|1 MTL|1 MYR|1 NOK|1 NZD|100 PHP|1 PLN|1 RON|100 RUB|1 SEK|1 SGD|100 SIT|100 SKK|100 THB|1 TRY|1 USD|1 XDR|1 ZAR
07.09.2006|16.903|14.460|20.094|17.874|2.797|49.090|3.791|1.808|28.285|41.626|2.856|3.846|10.233|2.436|31.616|19.072|2.323|8.192|40.636|65.882|6.090|3.452|14.325|44.196|7.112|8.023|83.081|3.031|14.158|11.806|75.266|59.481|15.029|22.213|32.957|3.008
08.09.2006|16.864|14.466|19.993|17.888|2.800|49.114|3.792|1.808|28.295|41.651|2.861|3.842|10.295|2.439|31.129|19.127|2.327|8.195|40.651|65.922|6.078|3.442|14.249|44.115|7.113|8.039|83.136|3.037|14.163|11.810|75.303|59.524|15.058|22.256|33.020|3.029
11.09.2006|16.794|14.491|19.896|17.943|2.803|49.181|3.798|1.811|28.340|41.577|2.865|3.846|10.322|2.440|31.116|19.000|2.328|8.208|40.715|66.018|6.071|3.411|14.282|44.106|7.119|8.060|83.267|3.058|14.156|11.829|75.422|59.507|15.077|22.291|32.989|2.997
12.09.2006|16.840|14.533|19.985|17.994|2.815|49.319|3.810|1.817|28.425|41.900|2.875|3.848|10.363|2.444|31.452|19.015|2.332|8.232|40.843|66.222|6.088|3.428|14.352|44.356|7.143|8.086|83.529|3.079|14.171|11.864|75.663|59.706|15.145|22.369|33.083|3.030
13.09.2006|16.904|14.589|20.056|17.956|2.832|49.522|3.825|1.824|28.535|42.176|2.893|3.865|10.423|2.470|31.807|19.123|2.347|8.264|41.002|66.461|6.129|3.404|14.519|44.716|7.199|8.145|83.939|3.086|14.275|11.910|76.362|60.212|15.317|22.510|33.265|3.060
14.09.2006|16.906|14.555|20.038|17.934|2.816|49.400|3.816|1.819|28.465|42.213|2.875|3.834|10.421|2.450|32.165|19.032|2.337|8.244|40.901|66.310|6.091|3.415|14.825|44.396|7.184|8.132|83.536|3.078|14.177|11.880|76.094|59.908|15.154|22.376|33.115|3.020
15.09.2006|16.906|14.567|20.060|17.867|2.829|49.433|3.819|1.821|28.490|42.276|2.888|3.832|10.454|2.465|31.905|19.109|2.351|8.251|40.934|66.363|6.123|3.442|14.800|44.758|7.213|8.134|83.863|3.088|14.210|11.891|76.201|60.327|15.270|22.477|33.232|3.034
18.09.2006|16.902|14.535|20.019|17.891|2.825|49.319|3.811|1.817|28.430|42.128|2.883|3.824|10.501|2.453|32.012|19.021|2.347|8.234|40.845|66.216|6.099|3.432|14.891|44.693|7.238|8.055|83.728|3.093|14.126|11.867|76.097|60.102|15.394|22.445|33.129|3.082
19.09.2006|16.951|14.562|20.053|17.910|2.836|49.414|3.818|1.821|28.485|42.313|2.891|3.840|10.417|2.458|32.044|19.139|2.364|8.250|40.924|66.342|6.114|3.443|14.922|44.931|7.192|8.066|83.956|3.105|14.185|11.890|76.017|60.416|15.338|22.508|33.252|3.050
20.09.2006|16.882|14.539|19.892|17.913|2.830|49.325|3.811|1.817|28.435|42.245|2.881|3.824|10.401|2.447|31.892|19.124|2.359|8.235|40.852|66.244|6.095|3.434|14.756|44.732|7.203|8.051|83.707|3.085|14.144|11.868|75.898|59.465|15.224|22.433|33.141|3.035
21.09.2006|16.854|14.526|19.866|17.881|2.816|49.271|3.808|1.816|28.410|42.366|2.867|3.824|10.353|2.441|31.767|19.090|2.363|8.228|40.816|66.177|6.079|3.431|14.756|44.536|7.201|8.053|83.460|3.081|14.117|11.857|75.750|59.635|15.180|22.315|33.100|3.005
22.09.2006|16.738|14.562|19.967|18.013|2.807|49.401|3.817|1.820|28.480|42.275|2.854|3.831|10.283|2.418|31.299|19.126|2.346|8.248|40.911|66.350|6.045|3.413|14.628|44.162|7.159|7.992|83.342|3.075|14.038|11.886|75.810|59.378|14.521|22.218|32.956|2.899
25.09.2006|16.753|14.553|19.960|18.014|2.815|49.355|3.815|1.819|28.460|42.406|2.863|3.828|10.367|2.410|31.812|19.127|2.361|8.242|40.888|66.316|6.057|3.392|14.871|44.276|7.167|8.037|83.496|3.060|14.067|11.878|75.891|59.490|14.772|22.291|33.165|2.936
26.09.2006|16.882|14.552|20.115|18.039|2.834|49.364|3.815|1.819|28.455|42.514|2.879|3.839|10.419|2.435|31.964|19.250|2.374|8.241|40.881|66.296|6.090|3.423|15.006|44.556|7.189|8.040|83.696|3.063|14.119|11.877|76.083|59.776|14.665|22.416|33.213|2.917
27.09.2006|16.797|14.528|20.086|17.995|2.834|49.293|3.809|1.816|28.415|42.353|2.876|3.842|10.385|2.432|32.014|19.084|2.374|8.229|40.823|66.186|6.083|3.439|14.755|44.646|7.141|8.037|83.623|3.063|14.093|11.860|75.889|59.682|14.982|22.399|33.155|2.936
29.09.2006|16.670|14.484|20.038|17.837|2.830|49.143|3.799|1.811|28.330|41.806|2.872|3.834|10.375|2.425|31.941|18.973|2.364|8.205|40.701|65.988|6.068|3.440|14.578|44.616|7.133|8.012|83.458|3.053|14.110|11.824|75.779|59.543|14.842|22.375|33.034|2.881
02.10.2006|16.603|14.464|19.889|17.859|2.821|49.058|3.794|1.808|28.290|41.735|2.863|3.834|10.291|2.423|31.762|18.858|2.353|8.193|40.644|65.900|6.045|3.391|14.603|44.586|7.141|8.003|83.228|3.032|14.055|11.807|75.652|59.298|14.713|22.302|32.926|2.877
03.10.2006|16.547|14.431|19.810|17.813|2.803|48.954|3.785|1.804|28.225|41.850|2.844|3.833|10.279|2.407|31.956|18.824|2.337|8.174|40.550|65.736|6.010|3.370|14.636|44.424|7.157|7.999|82.805|3.026|14.010|11.779|75.843|58.981|14.746|22.156|32.823|2.882
04.10.2006|16.590|14.458|19.777|17.798|2.820|49.033|3.793|1.807|28.280|41.928|2.861|3.832|10.250|2.418|32.347|18.878|2.348|8.190|40.629|65.846|6.037|3.367|14.706|44.581|7.176|7.995|83.187|3.034|14.058|11.802|75.940|59.283|14.718|22.291|32.927|2.806
05.10.2006|16.574|14.423|19.701|17.756|2.805|48.939|3.784|1.803|28.210|41.726|2.848|3.820|10.281|2.408|32.687|18.876|2.336|8.170|40.529|65.710|6.020|3.367|14.730|44.354|7.168|7.987|82.786|3.037|14.012|11.775|75.935|59.004|14.799|22.177|32.819|2.827
06.10.2006|16.628|14.425|19.820|17.765|2.818|48.938|3.784|1.803|28.215|41.909|2.862|3.813|10.305|2.420|32.768|18.879|2.347|8.172|40.536|65.718|6.042|3.347|14.801|44.558|7.177|8.028|83.034|3.040|14.063|11.777|76.020|59.418|14.927|22.279|32.908|2.850
09.10.2006|16.657|14.418|19.919|17.744|2.832|48.910|3.782|1.802|28.195|41.751|2.872|3.802|10.364|2.424|32.602|18.778|2.321|8.166|40.507|65.715|6.055|3.349|14.715|44.614|7.190|8.034|83.210|3.038|14.069|11.767|76.032|59.539|14.905|22.372|33.045|2.859
10.10.2006|16.724|14.412|19.917|17.719|2.845|48.894|3.781|1.802|28.190|41.766|2.885|3.798|10.412|2.438|32.753|18.797|2.343|8.164|40.500|65.666|6.086|3.372|14.839|44.928|7.212|8.037|83.436|3.039|14.136|11.766|76.148|59.924|14.978|22.486|33.214|2.873
11.10.2006|16.764|14.421|19.805|17.703|2.841|48.913|3.783|1.803|28.205|41.745|2.886|3.799|10.547|2.439|32.777|18.805|2.347|8.169|40.522|65.721|6.086|3.351|14.864|44.962|7.212|8.040|83.439|3.047|14.170|11.772|76.499|59.982|15.079|22.490|33.022|2.907
12.10.2006|16.913|14.465|19.850|17.753|2.853|49.072|3.794|1.808|28.290|41.888|2.897|3.811|10.602|2.448|32.910|18.873|2.357|8.194|40.644|65.893|6.111|3.347|14.897|45.124|7.232|8.061|83.735|3.062|14.223|11.808|76.644|60.171|15.268|22.573|33.126|2.948
13.10.2006|16.930|14.447|19.832|17.732|2.850|49.003|3.790|1.806|28.255|41.894|2.891|3.806|10.645|2.446|32.982|18.856|2.357|8.183|40.593|65.820|6.114|3.353|14.864|45.047|7.274|8.062|83.560|3.052|14.221|11.793|76.665|60.137|15.320|22.512|33.061|3.006
16.10.2006|17.016|14.465|19.877|17.774|2.858|49.060|3.794|1.808|28.290|42.060|2.904|3.827|10.659|2.466|33.373|18.971|2.366|8.193|40.644|65.921|6.136|3.344|14.884|45.195|7.289|8.084|83.830|3.061|14.272|11.809|76.865|60.345|15.303|22.602|33.163|3.020
17.10.2006|17.050|14.485|19.905|17.823|2.861|49.132|3.800|1.811|28.330|42.222|2.907|3.832|10.620|2.471|33.119|19.056|2.370|8.205|40.701|65.985|6.154|3.344|15.008|45.295|7.272|8.065|83.943|3.056|14.307|11.824|76.921|60.507|15.276|22.621|33.235|2.966
18.10.2006|17.048|14.487|19.830|17.824|2.856|49.153|3.800|1.811|28.335|42.279|2.901|3.831|10.621|2.466|33.256|19.037|2.364|8.207|40.708|65.992|6.152|3.345|14.987|45.253|7.266|8.049|83.851|3.059|14.339|11.827|77.157|60.398|15.328|22.586|33.200|2.981
19.10.2006|17.081|14.496|19.878|17.838|2.855|49.186|3.804|1.813|28.360|42.182|2.899|3.835|10.768|2.465|33.124|19.024|2.359|8.214|40.738|66.071|6.143|3.346|15.009|45.144|7.304|8.069|83.883|3.066|14.338|11.837|77.409|60.508|15.497|22.579|33.211|2.998
20.10.2006|17.064|14.486|20.019|17.858|2.841|49.129|3.800|1.811|28.335|42.321|2.884|3.833|10.787|2.452|32.895|18.978|2.345|8.206|40.708|65.997|6.108|3.368|15.025|44.819|7.328|8.067|83.591|3.077|14.284|11.827|77.460|60.304|15.401|22.454|33.106|2.981
23.10.2006|17.110|14.484|20.006|17.810|2.856|49.121|3.799|1.810|28.325|42.243|2.898|3.831|10.751|2.461|32.780|18.917|2.351|8.203|40.694|66.003|6.136|3.363|14.997|45.077|7.315|8.012|83.827|3.077|14.316|11.822|77.380|60.569|15.432|22.559|33.162|2.935
24.10.2006|17.139|14.520|20.027|17.837|2.865|49.255|3.809|1.815|28.395|42.370|2.910|3.841|10.799|2.471|33.140|18.930|2.362|8.224|40.800|66.145|6.159|3.388|14.995|45.236|7.322|8.031|84.096|3.086|14.369|11.851|77.593|60.826|15.387|22.643|33.258|2.920
25.10.2006|17.142|14.509|20.000|17.829|2.855|49.235|3.807|1.814|28.380|42.342|2.898|3.843|10.799|2.471|33.111|18.924|2.360|8.219|40.773|66.102|6.135|3.403|14.902|45.159|7.304|8.068|83.883|3.080|14.345|11.844|77.636|60.776|15.361|22.557|33.206|2.945
26.10.2006|17.056|14.472|19.850|17.775|2.835|49.084|3.797|1.809|28.305|42.147|2.875|3.837|10.840|2.456|32.902|18.819|2.355|8.198|40.665|65.934|6.098|3.415|14.642|44.857|7.297|8.057|83.398|3.068|14.259|11.813|77.804|60.452|15.433|22.370|32.931|2.978
27.10.2006|17.148|14.524|19.913|17.852|2.839|49.274|3.810|1.815|28.405|42.352|2.878|3.858|10.850|2.460|32.809|18.904|2.364|8.227|40.803|66.171|6.133|3.418|14.734|44.979|7.325|8.070|83.609|3.080|14.319|11.854|78.079|60.733|15.434|22.395|33.098|2.975
30.10.2006|17.141|14.496|19.886|17.850|2.830|49.143|3.803|1.812|28.350|42.435|2.867|3.851|10.786|2.450|32.613|19.003|2.360|8.211|40.718|66.030|6.120|3.402|14.807|44.766|7.286|8.044|83.341|3.079|14.278|11.831|77.862|60.681|15.278|22.291|33.039|2.981
31.10.2006|17.094|14.430|19.691|17.765|2.821|48.925|3.786|1.804|28.220|42.221|2.857|3.835|10.848|2.439|32.681|18.862|2.359|8.173|40.531|65.735|6.085|3.387|14.805|44.596|7.286|8.022|83.000|3.063|14.239|11.777|77.683|60.489|15.260|22.227|32.943|3.003
01.11.2006|17.024|14.343|19.392|17.663|2.795|48.639|3.763|1.793|28.055|41.964|2.828|3.812|10.821|2.417|32.412|18.799|2.342|8.125|40.294|65.372|6.027|3.379|14.786|44.140|7.261|7.986|82.343|3.049|14.105|11.708|77.344|60.018|15.125|22.000|32.560|2.989
02.11.2006|16.993|14.346|19.369|17.651|2.791|48.641|3.764|1.793|28.060|41.933|2.826|3.816|10.777|2.412|32.494|18.780|2.340|8.127|40.302|65.510|6.020|3.404|14.798|44.271|7.256|7.976|82.304|3.052|14.073|11.710|77.173|59.904|15.042|21.976|32.639|2.960
03.11.2006|17.001|14.359|19.507|17.629|2.796|48.644|3.767|1.795|28.080|41.992|2.830|3.823|10.785|2.414|32.395|18.767|2.348|8.132|40.336|65.408|6.035|3.406|14.834|44.310|7.269|7.973|82.385|3.063|14.098|11.719|77.194|59.978|15.000|22.009|32.690|2.957
06.11.2006|16.921|14.282|19.369|17.494|2.792|48.361|3.745|1.785|27.930|41.698|2.826|3.797|10.768|2.408|32.271|18.566|2.333|8.089|40.115|65.091|6.011|3.385|14.646|44.027|7.300|7.952|82.111|3.053|14.028|11.655|77.208|59.876|15.181|21.990|32.534|2.969
07.11.2006|16.960|14.309|19.447|17.532|2.786|48.451|3.752|1.789|27.985|41.783|2.818|3.814|10.740|2.404|32.197|18.610|2.338|8.105|40.203|65.193|6.016|3.392|14.679|44.005|7.309|7.976|82.116|3.060|14.061|11.678|77.478|59.836|15.188|21.939|32.459|2.993
08.11.2006|16.875|14.328|19.391|17.564|2.788|48.518|3.757|1.791|28.020|41.793|2.817|3.826|10.712|2.408|32.117|18.637|2.345|8.115|40.250|65.274|6.021|3.399|14.663|43.962|7.304|7.982|82.156|3.063|14.049|11.692|77.624|59.778|15.048|21.933|32.577|2.974
09.11.2006|16.802|14.335|19.351|17.561|2.786|48.548|3.760|1.792|28.040|41.706|2.815|3.823|10.795|2.402|32.276|18.550|2.340|8.121|40.273|65.311|6.011|3.406|14.562|43.873|7.336|7.994|82.115|3.075|14.027|11.700|77.716|59.649|15.107|21.912|32.520|2.998
10.11.2006|16.826|14.414|19.404|17.699|2.787|48.807|3.781|1.802|28.195|41.935|2.816|3.851|10.811|2.404|32.370|18.651|2.346|8.166|40.501|65.674|6.024|3.438|14.580|43.939|7.352|8.029|82.345|3.102|14.080|11.764|77.908|59.834|15.150|21.914|32.648|3.033
13.11.2006|16.735|14.371|19.284|17.637|2.787|48.668|3.769|1.797|28.110|41.721|2.814|3.833|10.800|2.400|31.847|18.579|2.343|8.141|40.388|65.466|6.026|3.429|14.522|44.036|7.341|8.010|82.217|3.091|14.060|11.729|77.878|59.997|15.083|21.908|32.564|3.007
14.11.2006|16.738|14.349|19.219|17.587|2.783|48.579|3.763|1.794|28.065|41.511|2.811|3.829|10.861|2.397|31.193|18.602|2.335|8.128|40.309|65.375|6.014|3.418|14.438|43.861|7.357|8.011|82.112|3.094|14.059|11.711|78.010|60.108|15.122|21.882|32.526|3.012
15.11.2006|16.798|14.370|19.288|17.577|2.793|48.680|3.768|1.796|28.105|41.425|2.822|3.827|10.907|2.393|31.108|18.613|2.334|8.140|40.349|65.462|6.024|3.408|14.483|43.860|7.374|8.027|82.342|3.093|14.083|11.728|78.521|60.130|15.132|21.972|32.570|3.006
16.11.2006|16.829|14.349|19.257|17.565|2.785|48.586|3.763|1.794|28.065|41.392|2.815|3.810|10.919|2.394|31.334|18.566|2.338|8.128|40.222|65.381|5.998|3.414|14.553|43.730|7.387|8.045|82.200|3.094|14.064|11.710|78.466|60.062|15.212|21.920|32.493|3.057
20.11.2006|16.784|14.318|19.082|17.580|2.770|48.482|3.755|1.790|28.005|41.376|2.800|3.802|10.827|2.382|30.906|18.474|2.331|8.111|40.119|65.231|5.975|3.389|14.565|43.755|7.353|8.014|81.881|3.084|13.999|11.686|78.511|59.583|14.952|21.807|32.388|2.993
21.11.2006|16.792|14.289|19.044|17.541|2.772|48.382|3.748|1.786|27.950|41.422|2.801|3.789|10.886|2.387|30.866|18.480|2.332|8.095|40.052|65.106|5.976|3.381|14.614|43.788|7.359|8.011|81.797|3.076|13.991|11.662|78.677|59.631|14.928|21.813|32.383|3.023
22.11.2006|16.760|14.284|19.021|17.589|2.757|48.369|3.748|1.786|27.940|41.399|2.785|3.791|10.853|2.374|30.174|18.535|2.321|8.092|40.060|65.085|5.948|3.386|14.511|43.590|7.353|7.987|81.505|3.071|13.937|11.658|78.362|59.280|14.754|21.682|32.288|3.019
23.11.2006|16.711|14.288|18.922|17.640|2.744|48.349|3.749|1.786|27.945|41.311|2.772|3.805|10.808|2.363|30.449|18.555|2.319|8.093|40.073|65.096|5.931|3.383|14.465|43.394|7.313|8.013|81.266|3.085|13.931|11.660|78.387|59.048|14.653|21.573|32.127|3.003
24.11.2006|16.667|14.330|18.909|17.708|2.728|48.506|3.760|1.791|28.025|41.407|2.755|3.818|10.806|2.344|30.453|18.516|2.299|8.116|40.176|65.280|5.895|3.392|14.344|43.110|7.323|8.038|81.121|3.101|13.820|11.693|78.645|58.736|14.534|21.430|31.913|2.971
27.11.2006|16.644|14.336|18.865|17.686|2.727|48.516|3.762|1.792|28.040|41.376|2.750|3.830|10.855|2.339|30.496|18.420|2.297|8.121|40.192|65.308|5.878|3.391|14.303|43.063|7.333|8.065|81.059|3.101|13.795|11.698|78.654|58.715|14.585|21.381|32.140|3.017
28.11.2006|16.640|14.347|18.878|17.684|2.721|48.555|3.764|1.793|28.060|41.497|2.745|3.821|10.850|2.323|30.592|18.341|2.293|8.127|40.215|65.357|5.863|3.389|14.370|42.758|7.313|8.085|80.999|3.095|13.766|11.707|78.732|58.738|14.422|21.342|32.107|2.969
29.11.2006|16.673|14.309|18.713|17.614|2.714|48.406|3.754|1.789|27.990|41.514|2.735|3.807|10.883|2.320|30.894|18.289|2.285|8.106|40.115|65.199|5.863|3.392|14.427|42.766|7.321|8.092|80.779|3.082|13.761|11.678|78.901|58.937|14.477|21.267|32.028|2.983
30.11.2006|16.698|14.299|18.578|17.572|2.705|48.387|3.752|1.788|27.970|41.479|2.724|3.801|10.918|2.312|31.026|18.246|2.280|8.101|40.080|65.153|5.856|3.425|14.469|42.697|7.336|8.139|80.568|3.085|13.741|11.670|78.727|59.006|14.566|21.186|31.943|2.929
01.12.2006|16.657|14.287|18.463|17.594|2.695|48.356|3.749|1.786|27.945|41.528|2.714|3.801|10.913|2.301|31.080|18.174|2.272|8.093|40.050|65.113|5.872|3.424|14.424|42.596|7.344|8.154|80.357|3.093|13.648|11.659|78.625|58.734|14.517|21.100|31.813|2.954
04.12.2006|16.562|14.317|18.412|17.574|2.688|48.437|3.755|1.790|28.000|41.575|2.707|3.798|10.917|2.299|30.968|18.197|2.268|8.109|40.123|65.248|5.864|3.433|14.461|42.267|7.337|8.149|80.310|3.101|13.636|11.682|78.762|58.660|14.425|21.038|31.887|2.936
05.12.2006|16.531|14.324|18.426|17.636|2.686|48.455|3.757|1.790|28.015|41.545|2.704|3.808|10.965|2.305|30.907|18.342|2.273|8.114|40.139|65.260|5.909|3.446|14.426|42.386|7.345|8.149|80.290|3.095|13.661|11.689|78.843|58.998|14.493|21.015|31.878|2.945
06.12.2006|16.594|14.329|18.464|17.635|2.698|48.482|3.757|1.790|28.015|41.497|2.717|3.810|10.971|2.314|30.545|18.356|2.304|8.114|40.116|65.279|5.946|3.445|14.413|42.636|7.351|8.153|80.471|3.087|13.701|11.689|78.993|59.181|14.599|21.107|31.963|2.967
07.12.2006|16.622|14.300|18.312|17.619|2.685|48.380|3.752|1.788|27.970|41.366|2.708|3.805|10.926|2.318|30.450|18.293|2.301|8.101|40.040|65.150|5.937|3.456|14.518|42.552|7.339|8.160|80.221|3.097|13.677|11.669|78.878|59.140|14.688|21.033|31.856|2.981
08.12.2006|16.625|14.297|18.311|17.595|2.692|48.384|3.750|1.787|27.960|41.267|2.710|3.805|10.900|2.322|30.424|18.218|2.289|8.098|40.031|65.140|5.936|3.444|14.513|42.441|7.301|8.148|80.294|3.088|13.644|11.665|78.878|59.236|14.692|21.061|31.855|2.972
11.12.2006|16.576|14.264|18.436|17.528|2.705|48.249|3.743|1.783|27.900|41.263|2.724|3.800|10.906|2.330|30.281|18.080|2.287|8.080|39.980|64.995|5.953|3.436|14.552|42.700|7.318|8.128|80.471|3.080|13.716|11.641|79.385|59.511|14.781|21.174|31.890|2.989
12.12.2006|16.555|14.266|18.294|17.516|2.691|48.292|3.743|1.783|27.905|41.373|2.711|3.791|10.991|2.324|30.396|18.012|2.284|8.082|40.033|65.009|5.953|3.431|14.540|42.579|7.315|8.137|80.254|3.079|13.672|11.642|79.745|59.737|14.770|21.072|31.737|3.017
13.12.2006|16.582|14.253|18.250|17.477|2.686|48.211|3.741|1.782|27.880|41.437|2.704|3.789|11.002|2.317|30.380|17.944|2.278|8.074|39.986|64.952|5.929|3.420|14.547|42.537|7.336|8.139|80.115|3.083|13.651|11.632|80.190|59.584|14.740|21.015|31.715|3.004
14.12.2006|16.514|14.228|18.257|17.405|2.698|48.135|3.733|1.779|27.830|41.443|2.715|3.783|10.984|2.326|30.510|17.949|2.291|8.060|39.903|64.826|5.951|3.414|14.509|42.730|7.326|8.115|80.220|3.072|13.695|11.612|79.811|59.826|14.848|21.098|31.885|3.003
15.12.2006|16.515|14.192|18.321|17.375|2.706|48.013|3.724|1.774|27.760|41.443|2.724|3.775|10.957|2.331|30.794|17.909|2.294|8.040|39.814|64.678|5.965|3.401|14.567|42.902|7.319|8.100|80.280|3.063|13.729|11.584|79.603|60.005|14.862|21.179|31.808|3.005
18.12.2006|16.508|14.160|18.327|17.315|2.705|47.906|3.716|1.770|27.700|41.241|2.721|3.760|10.953|2.328|30.758|17.945|2.281|8.022|39.722|64.514|5.950|3.403|14.581|42.872|7.297|8.105|80.141|3.059|13.692|11.558|79.502|58.916|14.845|21.151|31.766|3.019
19.12.2006|16.494|14.185|18.238|17.313|2.696|48.008|3.722|1.773|27.745|41.339|2.712|3.766|10.961|2.307|30.573|17.844|2.263|8.035|39.781|64.619|5.896|3.398|14.619|42.688|7.280|8.116|80.074|3.075|13.651|11.577|79.510|58.740|14.705|21.088|31.738|3.011
20.12.2006|16.299|14.019|18.110|17.093|2.657|47.426|3.679|1.752|27.420|40.911|2.670|3.721|10.879|2.284|29.984|17.576|2.242|7.941|39.303|63.856|5.858|3.360|14.495|42.043|7.217|8.059|78.979|3.045|13.492|11.441|79.077|57.911|14.513|20.761|31.302|2.963
21.12.2006|16.396|14.073|18.164|17.166|2.673|47.597|3.692|1.759|27.525|40.983|2.686|3.738|10.920|2.303|30.045|17.658|2.252|7.972|39.454|64.111|5.907|3.385|14.527|42.390|7.237|8.152|79.391|3.068|13.557|11.484|79.575|57.142|14.621|20.885|31.438|2.983
22.12.2006|16.420|14.097|18.093|17.201|2.674|47.705|3.700|1.762|27.575|41.064|2.687|3.745|10.933|2.302|30.002|17.641|2.251|7.986|39.537|64.226|5.913|3.372|14.606|42.393|7.217|8.225|79.467|3.068|13.575|11.506|80.218|57.417|14.654|20.900|31.459|2.989
27.12.2006|16.451|14.103|18.033|17.178|2.680|47.730|3.700|1.763|27.585|41.103|2.696|3.758|10.883|2.321|29.193|17.670|2.253|7.989|39.574|64.253|5.934|3.352|14.722|42.637|7.186|8.187|79.575|3.057|13.644|11.509|80.294|57.742|14.709|20.960|31.562|2.996
28.12.2006|16.484|14.078|18.035|17.147|2.676|47.623|3.693|1.760|27.535|41.025|2.689|3.746|10.933|2.313|29.443|17.584|2.248|7.975|39.497|64.160|5.917|3.343|14.703|42.570|7.186|8.103|79.368|3.044|13.627|11.489|79.650|58.271|14.766|20.902|31.419|2.973
29.12.2006|16.472|14.059|17.991|17.111|2.674|47.549|3.688|1.757|27.495|40.944|2.685|3.742|10.920|2.321|29.528|17.522|2.245|7.963|39.433|64.037|5.914|3.338|14.691|42.596|7.177|8.127|79.302|3.041|13.614|11.473|79.858|58.848|14.738|20.876|31.380|2.984
