Date|1 AUD|1 BGN|1 BRL|1 CAD|1 CHF|1 CNY|1 DKK|1 EEK|1 EUR|1 GBP|1 HKD|1 HRK|100 HUF|1000 IDR|100 INR|100 JPY|100 KRW|1 LTL|1 LVL|1 MXN|1 MYR|1 NOK|1 NZD|100 PHP|1 PLN|1 RON|100 RUB|1 SEK|1 SGD|100 THB|1 TRY|1 USD|1 XDR|1 ZAR
25.11.2010|18.185|12.639|10.796|18.373|18.547|2.791|3.316|1.580|24.725|29.211|2.392|3.335|8.915|2.069|40.702|22.203|1.623|7.161|34.858|1.503|5.925|3.043|14.093|42.091|6.214|5.751|59.349|2.667|14.185|61.727|12.582|18.558|28.603|2.633
26.11.2010|18.031|12.642|10.827|18.287|18.659|2.804|3.318|1.581|24.735|29.274|2.408|3.331|8.837|2.076|40.784|22.296|1.618|7.164|34.858|1.497|5.928|3.025|14.010|42.145|6.143|5.736|59.534|2.658|14.168|61.718|12.550|18.698|28.817|2.622
29.11.2010|18.124|12.657|10.892|18.436|18.780|2.828|3.322|1.582|24.760|29.337|2.426|3.334|8.824|2.089|41.056|22.361|1.626|7.171|34.893|1.504|5.975|3.046|14.041|42.492|6.118|5.766|60.177|2.684|14.269|62.356|12.541|18.835|28.843|2.637
30.11.2010|18.325|12.737|11.121|18.720|19.176|2.875|3.343|1.592|24.915|29.736|2.467|3.351|8.769|2.121|41.696|22.850|1.650|7.216|35.126|1.527|6.050|3.079|14.190|43.482|6.126|5.803|60.831|2.717|14.467|63.449|12.688|19.165|29.241|2.687
01.12.2010|18.345|12.762|11.165|18.687|18.937|2.857|3.348|1.595|24.955|29.731|2.451|3.361|8.900|2.111|41.957|22.601|1.654|7.227|35.163|1.537|6.039|3.096|14.200|43.605|6.206|5.806|60.492|2.726|14.527|63.316|12.742|19.036|29.124|2.712
02.12.2010|18.371|12.785|11.172|18.812|18.994|2.854|3.356|1.598|25.010|29.609|2.447|3.369|8.972|2.108|41.960|22.534|1.654|7.243|35.240|1.535|6.029|3.103|14.246|43.449|6.244|5.811|60.546|2.733|14.494|63.268|12.764|19.009|29.104|2.724
03.12.2010|18.518|12.789|11.119|18.855|19.037|2.834|3.357|1.599|25.020|29.498|2.432|3.391|8.996|2.094|41.882|22.565|1.660|7.246|35.254|1.531|5.999|3.126|14.278|43.055|6.263|5.808|60.294|2.741|14.446|62.820|12.610|18.884|29.017|2.731
06.12.2010|18.613|12.803|11.181|18.737|19.137|2.837|3.360|1.600|25.040|29.553|2.429|3.396|8.936|2.093|41.958|22.752|1.659|7.252|35.278|1.522|5.996|3.137|14.336|43.033|6.230|5.815|60.268|2.748|14.438|62.825|12.694|18.857|29.024|2.729
07.12.2010|18.679|12.817|11.228|18.726|19.190|2.823|3.363|1.602|25.065|29.599|2.416|3.394|9.015|2.082|42.040|22.696|1.659|7.259|35.313|1.522|5.965|3.146|14.369|43.080|6.249|5.828|60.463|2.754|14.404|62.525|12.715|18.759|28.988|2.729
08.12.2010|18.612|12.830|11.290|18.783|19.210|2.853|3.366|1.604|25.090|29.994|2.447|3.398|9.001|2.107|42.084|22.593|1.659|7.266|35.353|1.517|6.044|3.151|14.232|43.517|6.175|5.834|60.842|2.743|14.431|63.056|12.714|19.008|29.201|2.736
09.12.2010|18.667|12.820|11.197|18.773|19.200|2.853|3.363|1.603|25.075|29.912|2.443|3.394|9.039|2.105|41.921|22.589|1.664|7.262|35.332|1.528|6.039|3.152|14.158|43.425|6.222|5.830|61.197|2.746|14.456|63.104|12.613|18.977|29.122|2.743
10.12.2010|18.779|12.868|11.146|18.820|19.360|2.855|3.376|1.609|25.170|30.061|2.444|3.405|9.047|2.106|42.229|22.713|1.664|7.290|35.466|1.526|6.064|3.171|14.274|43.608|6.246|5.860|61.525|2.764|14.529|63.175|12.680|19.000|29.228|2.775
13.12.2010|18.797|12.868|11.117|18.836|19.377|2.846|3.376|1.608|25.165|29.830|2.439|3.394|9.042|2.104|41.970|22.565|1.655|7.288|35.481|1.525|6.041|3.174|14.282|43.181|6.268|5.863|61.415|2.751|14.500|63.083|12.595|18.967|29.171|2.769
14.12.2010|18.734|12.862|11.031|18.599|19.461|2.813|3.376|1.608|25.160|29.647|2.409|3.398|9.081|2.078|41.706|22.537|1.643|7.287|35.452|1.511|5.985|3.186|14.149|42.790|6.313|5.862|60.995|2.756|14.407|62.404|12.469|18.725|29.004|2.746
15.12.2010|18.722|12.864|11.097|18.715|19.614|2.830|3.376|1.608|25.160|29.491|2.422|3.405|9.163|2.087|41.530|22.484|1.632|7.287|35.452|1.518|6.001|3.198|14.082|42.851|6.322|5.866|61.478|2.771|14.372|62.606|12.405|18.829|28.980|2.774
16.12.2010|18.808|12.861|11.164|18.922|19.582|2.852|3.376|1.608|25.155|29.665|2.444|3.405|9.193|2.103|41.873|22.605|1.644|7.285|35.435|1.530|6.059|3.189|14.035|43.022|6.322|5.859|61.867|2.784|14.452|63.101|12.445|19.003|29.161|2.779
17.12.2010|18.785|12.894|11.148|18.882|19.799|2.858|3.385|1.612|25.220|29.611|2.446|3.416|9.247|2.105|42.058|22.668|1.645|7.304|35.526|1.531|6.070|3.195|14.029|42.929|6.336|5.875|61.937|2.795|14.478|63.080|12.382|19.022|29.212|2.784
20.12.2010|19.099|12.919|11.248|18.971|19.891|2.879|3.391|1.615|25.265|29.859|2.471|3.421|9.197|2.125|42.355|22.949|1.663|7.317|35.615|1.549|6.111|3.214|14.256|43.208|6.321|5.887|62.452|2.811|14.594|63.670|12.359|19.219|29.440|2.818
21.12.2010|19.154|12.913|11.298|18.832|20.015|2.883|3.390|1.614|25.255|29.703|2.469|3.417|9.163|2.123|42.441|22.955|1.665|7.314|35.606|1.549|6.124|3.212|14.303|43.244|6.323|5.891|62.435|2.812|14.614|63.643|12.334|19.198|29.392|2.819
22.12.2010|19.232|12.924|11.343|18.970|20.216|2.900|3.392|1.615|25.275|29.768|2.478|3.420|9.150|2.131|42.741|23.044|1.673|7.320|35.604|1.561|6.153|3.212|14.329|43.606|6.330|5.898|62.733|2.814|14.716|63.883|12.417|19.272|29.499|2.833
23.12.2010|19.391|12.939|11.395|19.064|20.148|2.915|3.395|1.617|25.305|29.831|2.490|3.425|9.088|2.142|42.955|23.226|1.676|7.329|35.671|1.571|6.221|3.229|14.430|43.885|6.358|5.900|63.257|2.822|14.825|64.209|12.468|19.369|29.623|2.869
27.12.2010|19.324|12.956|11.418|19.136|20.073|2.909|3.400|1.620|25.340|29.727|2.479|3.429|9.094|2.134|42.703|23.269|1.675|7.339|35.730|1.562|6.232|3.231|14.422|43.799|6.368|5.907|63.478|2.823|14.819|63.903|12.451|19.289|29.501|2.870
28.12.2010|19.451|12.967|11.421|19.182|20.267|2.900|3.402|1.621|25.360|29.700|2.469|3.433|9.084|2.130|42.651|23.425|1.678|7.345|35.728|1.558|6.208|3.241|14.538|43.719|6.368|5.913|63.514|2.819|14.830|63.641|12.318|19.210|29.426|2.874
29.12.2010|19.469|12.912|11.415|19.207|20.229|2.905|3.389|1.614|25.255|29.580|2.471|3.420|9.039|2.136|42.717|23.389|1.682|7.314|35.585|1.553|6.224|3.233|14.628|43.834|6.366|5.875|63.150|2.810|14.820|63.753|12.302|19.228|29.480|2.872
30.12.2010|19.287|12.898|11.380|18.997|20.217|2.878|3.384|1.612|25.225|29.325|2.441|3.416|9.048|2.112|42.291|23.307|1.677|7.305|35.538|1.534|6.160|3.227|14.665|43.380|6.362|5.884|62.218|2.799|14.727|62.993|12.225|18.994|29.251|2.865
31.12.2010|19.080|12.813|11.301|18.795|20.043|2.845|3.362|1.602|25.060|29.108|2.412|3.395|9.016|2.081|41.937|23.058|1.673|7.258|35.328|1.515|6.081|3.213|14.564|42.963|6.308|5.869|61.327|2.792|14.621|62.431|12.105|18.751|28.877|2.828
