Date|1 AUD|1 BGN|1 CAD|1 CHF|1 CNY|1 CYP|1 DKK|1 EEK|1 EUR|1 GBP|1 HKD|1 HRK|100 HUF|1000 IDR|100 ISK|100 JPY|100 KRW|1 LTL|1 LVL|1 MTL|1 MYR|1 NOK|1 NZD|100 PHP|1 PLN|1 RON|100 RUB|1 SEK|1 SGD|100 SKK|100 THB|1 TRY|1 USD|1 XDR|1 ZAR
29.11.2007|15.780|13.487|18.059|15.981|2.425|45.149|3.537|1.686|26.380|36.909|2.298|3.605|10.365|1.908|29.089|16.258|1.926|7.640|37.734|61.453|5.308|3.260|13.799|41.854|7.234|7.472|73.308|2.816|12.346|79.041|58.107|15.020|17.897|28.457|2.603
30.11.2007|15.780|13.426|17.866|15.874|2.405|44.953|3.521|1.678|26.260|36.746|2.284|3.589|10.379|1.898|29.172|16.063|1.931|7.605|37.482|61.186|5.287|3.236|13.746|41.589|7.268|7.531|72.939|2.802|12.305|79.203|57.752|15.118|17.788|28.278|2.637
03.12.2007|15.790|13.412|17.867|15.834|2.416|44.912|3.519|1.677|26.240|36.912|2.296|3.577|10.360|1.917|29.114|16.214|1.933|7.600|37.448|61.166|5.330|3.239|13.693|42.279|7.253|7.479|73.110|2.798|12.337|78.905|58.167|15.113|17.886|28.360|2.622
04.12.2007|15.611|13.442|17.746|15.949|2.410|45.002|3.526|1.680|26.290|36.776|2.289|3.588|10.374|1.919|28.810|16.244|1.932|7.614|37.530|61.233|5.336|3.241|13.600|42.387|7.264|7.393|73.055|2.791|12.320|78.913|58.266|15.010|17.832|28.357|2.608
05.12.2007|15.479|13.418|17.522|15.937|2.412|44.930|3.517|1.676|26.230|36.323|2.287|3.581|10.368|1.924|28.739|16.157|1.930|7.597|37.520|61.150|5.332|3.250|13.659|42.423|7.287|7.399|72.950|2.791|12.336|78.888|58.840|15.128|17.828|28.351|2.620
06.12.2007|15.614|13.353|17.625|15.827|2.421|44.695|3.502|1.669|26.120|36.354|2.302|3.567|10.365|1.937|28.932|16.167|1.946|7.565|37.384|60.846|5.358|3.246|13.848|42.828|7.292|7.418|73.031|2.782|12.403|78.714|59.147|15.223|17.945|28.305|2.650
07.12.2007|15.651|13.375|17.785|15.806|2.412|44.695|3.507|1.672|26.160|36.311|2.291|3.577|10.363|1.926|29.011|16.011|1.942|7.576|37.489|60.940|5.367|3.263|13.915|42.825|7.298|7.454|72.999|2.783|12.390|78.878|58.888|15.212|17.858|28.234|2.664
10.12.2007|15.560|13.293|17.561|15.704|2.388|44.417|3.486|1.662|26.000|36.126|2.265|3.555|10.331|1.906|28.811|15.802|1.912|7.530|37.255|60.573|5.322|3.253|13.733|42.540|7.272|7.390|72.316|2.760|12.269|78.651|58.302|15.093|17.662|27.925|2.645
11.12.2007|15.705|13.314|17.562|15.639|2.405|44.517|3.490|1.664|26.040|36.368|2.276|3.558|10.347|1.913|28.977|15.856|1.920|7.541|37.333|60.651|5.354|3.254|13.922|42.908|7.284|7.399|72.559|2.768|12.305|78.700|58.619|15.164|17.747|28.094|2.641
12.12.2007|15.652|13.314|17.530|15.660|2.407|44.522|3.490|1.664|26.040|36.194|2.276|3.558|10.319|1.908|29.037|15.940|1.915|7.541|37.349|60.684|5.350|3.273|13.957|43.163|7.276|7.391|72.538|2.761|12.313|78.499|58.625|15.137|17.749|28.096|2.631
13.12.2007|15.695|13.419|17.599|15.727|2.427|44.840|3.517|1.677|26.245|36.486|2.292|3.586|10.400|1.920|29.264|15.982|1.932|7.601|37.654|61.139|5.396|3.309|13.986|43.583|7.317|7.444|73.080|2.780|12.405|78.853|59.271|15.237|17.873|28.315|2.640
14.12.2007|15.809|13.504|17.782|15.844|2.470|45.153|3.539|1.688|26.410|36.897|2.334|3.613|10.436|1.951|29.101|16.105|1.956|7.649|37.907|61.523|5.484|3.313|14.117|44.178|7.311|7.436|73.978|2.803|12.583|79.094|60.319|15.425|18.201|28.821|2.666
17.12.2007|15.728|13.482|18.112|15.875|2.483|45.050|3.534|1.685|26.370|36.959|2.350|3.605|10.373|1.946|29.060|16.167|1.963|7.637|37.855|61.460|5.485|3.306|13.849|44.229|7.291|7.418|74.112|2.788|12.554|78.579|59.980|15.420|18.324|28.812|2.654
18.12.2007|15.776|13.473|18.166|15.871|2.475|45.012|3.531|1.684|26.350|36.857|2.343|3.613|10.386|1.945|29.060|16.120|1.946|7.631|37.837|61.363|5.452|3.285|13.843|43.517|7.296|7.454|73.987|2.791|12.525|78.516|59.787|15.388|18.277|28.628|2.644
19.12.2007|15.722|13.446|18.192|15.844|2.479|44.919|3.525|1.681|26.300|36.653|2.344|3.601|10.356|1.939|28.837|16.180|1.946|7.617|37.755|61.298|5.455|3.272|13.827|43.942|7.277|7.438|73.935|2.775|12.521|78.123|59.558|15.310|18.284|28.640|2.646
20.12.2007|15.763|13.482|18.385|15.877|2.493|45.025|3.532|1.685|26.360|36.536|2.354|3.612|10.381|1.948|28.765|16.241|1.946|7.634|37.825|61.432|5.480|3.282|13.890|44.127|7.283|7.489|74.175|2.786|12.567|78.405|59.928|15.377|18.368|28.672|2.624
21.12.2007|15.922|13.523|18.423|15.922|2.498|45.192|3.544|1.690|26.445|36.550|2.357|3.622|10.411|1.951|28.832|16.196|1.955|7.659|37.952|61.607|5.491|3.292|14.078|44.358|7.294|7.566|74.352|2.800|12.631|78.682|60.596|15.419|18.391|28.741|2.616
27.12.2007|15.995|13.602|18.655|15.946|2.505|45.470|3.568|1.700|26.605|36.502|2.350|3.632|10.468|1.946|29.000|16.004|1.948|7.705|38.187|61.971|5.497|3.327|14.103|44.188|7.372|7.521|74.332|2.810|12.630|79.152|61.294|15.591|18.327|28.716|2.668
28.12.2007|15.889|13.593|18.473|16.009|2.478|45.415|3.564|1.699|26.580|36.178|2.320|3.624|10.469|1.926|29.114|16.006|1.932|7.698|38.157|61.951|5.454|3.335|13.998|43.842|7.380|7.366|73.860|2.813|12.513|79.095|60.370|15.486|18.096|28.564|2.658
31.12.2007|15.881|13.610|18.421|16.081|2.475|45.434|3.569|1.701|26.620|36.294|2.318|3.631|10.486|1.925|28.974|16.137|1.931|7.710|38.225|62.018|5.467|3.346|13.990|43.826|7.412|7.443|73.936|2.820|12.560|79.179|60.972|15.498|18.078|28.536|2.653
