Date|1 AUD|1 BGN|1 CAD|1 CHF|1 CNY|1 CYP|1 DKK|1 EEK|1 EUR|1 GBP|1 HKD|1 HRK|100 HUF|1000 IDR|100 ISK|100 JPY|100 KRW|1 LTL|1 LVL|1 MTL|1 MYR|1 NOK|1 NZD|100 PHP|1 PLN|1 RON|100 RUB|1 SEK|1 SGD|100 SKK|100 THB|1 TRY|1 USD|1 XDR|1 ZAR
20.07.2007|18.018|14.445|19.611|16.999|2.705|48.368|3.797|1.806|28.255|42.037|2.617|3.876|11.503|2.260|34.382|16.775|2.237|8.183|40.494|65.826|6.003|3.576|16.298|45.691|7.521|9.010|80.546|3.082|13.547|85.279|68.816|16.169|20.469|31.380|2.973
23.07.2007|18.020|14.413|19.528|16.948|2.698|48.243|3.788|1.802|28.190|41.979|2.608|3.868|11.474|2.248|34.221|16.816|2.229|8.164|40.448|65.677|5.984|3.564|16.368|45.631|7.484|9.011|80.319|3.069|13.526|85.134|69.261|16.293|20.397|31.269|2.993
24.07.2007|18.028|14.409|19.492|16.932|2.694|48.247|3.788|1.801|28.180|42.019|2.605|3.868|11.450|2.253|34.509|16.854|2.229|8.161|40.422|65.656|5.989|3.561|16.480|45.474|7.493|9.031|80.253|3.071|13.535|85.271|69.059|16.529|20.372|31.288|2.986
25.07.2007|18.097|14.374|19.695|16.874|2.708|48.111|3.779|1.797|28.115|42.027|2.615|3.856|11.407|2.247|34.206|16.980|2.238|8.143|40.363|65.757|5.975|3.536|16.465|45.409|7.427|8.985|80.333|3.052|13.555|84.746|68.247|16.439|20.457|31.437|2.995
26.07.2007|18.072|14.380|19.537|16.934|2.710|48.139|3.780|1.798|28.125|41.924|2.620|3.858|11.294|2.243|33.973|17.091|2.232|8.145|40.360|65.513|5.960|3.527|16.296|45.239|7.389|8.948|80.409|3.048|13.526|84.362|69.366|16.052|20.498|31.423|2.939
27.07.2007|17.678|14.327|19.386|16.954|2.716|47.955|3.766|1.791|28.025|41.703|2.625|3.836|11.120|2.233|33.224|17.296|2.228|8.116|40.222|65.527|5.936|3.486|15.949|45.031|7.367|8.839|80.266|3.038|13.570|83.687|68.561|15.628|20.534|31.467|2.892
30.07.2007|17.382|14.329|19.189|17.048|2.711|47.956|3.766|1.791|28.025|41.496|2.621|3.831|11.096|2.227|32.989|17.342|2.221|8.117|40.211|65.452|5.924|3.503|15.527|45.178|7.356|8.838|80.186|3.048|13.542|83.574|68.828|15.623|20.511|31.380|2.860
31.07.2007|17.575|14.333|19.281|16.968|2.701|47.982|3.768|1.792|28.035|41.596|2.614|3.837|11.190|2.217|33.526|17.137|2.225|8.119|40.248|65.310|5.920|3.522|15.788|45.149|7.400|8.875|80.081|3.051|13.535|84.060|68.174|16.025|20.452|31.308|2.866
01.08.2007|17.441|14.310|19.227|17.031|2.706|47.900|3.763|1.790|28.000|41.503|2.616|3.828|11.090|2.201|32.706|17.298|2.214|8.109|40.192|65.342|5.898|3.503|15.602|44.770|7.364|8.826|80.074|3.024|13.480|83.607|68.628|15.786|20.482|31.363|2.867
02.08.2007|17.554|14.322|19.389|16.983|2.707|47.940|3.764|1.790|28.010|41.609|2.618|3.833|11.123|2.204|32.671|17.207|2.222|8.112|40.201|65.249|5.908|3.517|15.696|44.709|7.390|8.829|80.049|3.033|13.499|83.832|68.674|16.055|20.499|31.369|2.893
03.08.2007|17.540|14.337|19.377|16.992|2.707|47.983|3.768|1.792|28.040|41.649|2.615|3.836|11.187|2.208|32.724|17.178|2.219|8.121|40.235|65.320|5.915|3.535|15.702|45.153|7.405|8.854|80.091|3.043|13.495|84.028|68.714|16.074|20.477|31.343|2.896
06.08.2007|17.396|14.349|19.284|17.127|2.686|48.048|3.771|1.794|28.065|41.258|2.594|3.843|11.172|2.184|31.862|17.229|2.199|8.128|40.277|65.323|5.858|3.534|15.457|44.730|7.408|8.832|79.740|3.044|13.411|84.052|67.579|15.853|20.308|31.104|2.855
07.08.2007|17.437|14.391|19.322|17.113|2.696|48.167|3.781|1.799|28.145|41.360|2.607|3.854|11.228|2.186|32.304|17.197|2.211|8.151|40.412|65.560|5.886|3.528|15.555|44.922|7.438|8.865|80.269|3.052|13.476|84.266|67.354|16.032|20.408|31.364|2.892
08.08.2007|17.570|14.408|19.437|17.111|2.697|48.228|3.785|1.801|28.180|41.570|2.609|3.858|11.323|2.198|32.271|17.128|2.211|8.161|40.465|65.651|5.911|3.539|15.620|45.247|7.468|8.898|80.310|3.052|13.520|84.587|65.636|16.249|20.429|31.367|2.905
09.08.2007|17.506|14.373|19.418|17.137|2.707|48.110|3.776|1.797|28.110|41.528|2.617|3.844|11.215|2.195|31.679|17.278|2.219|8.141|40.290|65.474|5.902|3.539|15.505|45.200|7.441|8.865|80.572|3.029|13.514|83.973|65.533|16.040|20.476|31.412|2.885
10.08.2007|17.297|14.340|19.478|17.194|2.714|48.012|3.769|1.793|28.050|41.466|2.628|3.836|11.079|2.199|30.977|17.495|2.205|8.124|40.175|65.355|5.911|3.509|15.249|45.020|7.423|8.729|80.547|3.018|13.488|83.656|65.566|15.736|20.552|31.454|2.842
13.08.2007|17.323|14.337|19.509|17.101|2.709|47.985|3.767|1.792|28.040|41.364|2.625|3.837|11.126|2.198|31.334|17.366|2.209|8.121|39.983|65.311|5.910|3.512|15.181|45.039|7.426|8.780|80.559|3.011|13.511|83.927|65.302|15.942|20.538|31.432|2.865
14.08.2007|17.284|14.303|19.492|17.034|2.717|47.885|3.759|1.788|27.975|41.203|2.632|3.829|10.995|2.200|31.332|17.404|2.208|8.102|40.024|65.126|5.917|3.508|15.062|44.942|7.381|8.738|80.558|3.003|13.532|83.507|64.932|15.759|20.583|31.385|2.841
15.08.2007|17.037|14.279|19.244|17.043|2.732|47.800|3.753|1.785|27.925|41.213|2.651|3.823|10.797|2.198|30.792|17.745|2.222|8.088|40.042|65.562|5.942|3.495|14.800|44.851|7.291|8.648|80.705|2.982|13.523|82.987|63.866|15.446|20.721|31.596|2.791
16.08.2007|16.122|14.066|19.015|16.873|2.700|47.087|3.696|1.758|27.505|40.703|2.625|3.765|10.557|2.166|29.608|17.962|2.169|7.966|39.473|64.069|5.855|3.423|13.895|44.231|7.173|8.446|79.513|2.922|13.301|81.370|62.285|14.682|20.523|31.234|2.746
17.08.2007|16.075|14.145|19.190|17.043|2.708|47.352|3.718|1.768|27.665|40.733|2.633|3.777|10.629|2.170|29.799|18.109|2.163|8.012|39.663|64.452|5.849|3.442|14.024|43.886|7.217|8.441|79.633|2.956|13.392|81.934|61.565|14.835|20.563|31.343|2.762
20.08.2007|16.496|14.164|19.368|17.013|2.709|47.415|3.722|1.770|27.700|40.795|2.630|3.782|10.685|2.189|30.382|17.852|2.180|8.023|39.702|64.696|5.891|3.466|14.322|43.962|7.218|8.493|79.718|2.968|13.454|82.338|59.831|15.249|20.552|31.326|2.792
21.08.2007|16.451|14.149|19.355|17.034|2.700|47.355|3.718|1.768|27.670|40.626|2.622|3.777|10.626|2.170|30.651|17.870|2.171|8.014|39.727|64.487|5.857|3.459|14.361|43.773|7.195|8.453|79.235|2.955|13.424|81.900|62.361|15.074|20.486|31.255|2.775
22.08.2007|16.561|14.185|19.403|17.016|2.706|47.479|3.728|1.773|27.745|40.878|2.634|3.786|10.716|2.189|31.416|17.862|2.178|8.036|39.812|64.631|5.905|3.472|14.385|44.298|7.239|8.499|79.648|2.956|13.463|82.181|63.369|15.318|20.563|31.373|2.817
23.08.2007|16.741|14.179|19.489|16.921|2.694|47.472|3.726|1.772|27.730|40.972|2.615|3.784|10.778|2.184|31.737|17.521|2.169|8.031|39.745|64.479|5.866|3.481|14.666|43.930|7.243|8.531|79.404|2.960|13.429|82.224|62.708|15.428|20.427|31.144|2.819
24.08.2007|16.704|14.163|19.332|16.927|2.688|47.396|3.721|1.770|27.695|40.797|2.607|3.780|10.719|2.163|31.351|17.563|2.160|8.021|39.678|64.455|5.833|3.482|14.552|43.550|7.223|8.489|78.969|2.953|13.349|82.071|62.544|15.295|20.342|31.072|2.803
27.08.2007|16.928|14.216|19.408|16.916|2.693|47.592|3.736|1.777|27.805|41.031|2.608|3.796|10.864|2.170|31.801|17.527|2.169|8.053|39.773|64.844|5.844|3.498|14.730|43.638|7.268|8.580|79.352|2.967|13.390|82.483|62.065|15.478|20.357|31.135|2.835
28.08.2007|16.745|14.170|19.214|16.934|2.684|47.441|3.723|1.771|27.715|40.825|2.600|3.784|10.764|2.159|31.786|17.591|2.158|8.027|39.519|64.575|5.805|3.488|14.435|43.405|7.234|8.532|78.980|2.957|13.326|82.123|62.212|15.299|20.281|31.096|2.800
29.08.2007|16.532|14.126|19.099|16.877|2.685|47.296|3.711|1.766|27.630|40.791|2.598|3.772|10.726|2.153|31.565|17.664|2.151|8.002|39.559|64.355|5.785|3.473|14.140|43.304|7.201|8.486|78.833|2.939|13.298|81.637|61.891|15.252|20.266|31.060|2.789
30.08.2007|16.566|14.113|19.100|16.827|2.689|47.248|3.706|1.764|27.600|40.718|2.601|3.770|10.797|2.153|31.835|17.547|2.157|7.994|39.570|64.307|5.789|3.468|14.231|43.341|7.212|8.466|79.036|2.941|13.297|81.778|62.325|15.410|20.284|31.087|2.821
31.08.2007|16.606|14.173|19.187|16.849|2.681|47.455|3.721|1.772|27.725|40.891|2.594|3.788|10.918|2.154|32.156|17.410|2.156|8.030|39.718|64.577|5.777|3.490|14.332|43.463|7.265|8.483|79.073|2.960|13.304|82.304|62.344|15.573|20.228|31.001|2.836
03.09.2007|16.672|14.143|19.260|16.783|2.690|47.339|3.714|1.768|27.665|40.935|2.603|3.780|10.849|2.161|31.719|17.519|2.165|8.012|39.629|64.451|5.794|3.488|14.264|43.573|7.244|8.460|79.267|2.948|13.325|82.034|62.775|15.568|20.292|31.100|2.812
04.09.2007|16.788|14.134|19.325|16.790|2.696|47.311|3.711|1.767|27.645|40.944|2.611|3.776|10.814|2.164|31.275|17.624|2.167|8.006|39.643|64.404|5.801|3.487|14.242|43.635|7.231|8.366|79.204|2.945|13.316|81.889|62.681|15.571|20.356|31.145|2.800
05.09.2007|16.694|14.129|19.284|16.782|2.693|47.312|3.710|1.766|27.635|40.880|2.609|3.775|10.805|2.164|31.446|17.590|2.168|8.003|39.552|64.367|5.795|3.494|14.068|43.595|7.230|8.311|79.187|2.941|13.314|81.817|62.482|15.606|20.335|31.109|2.802
06.09.2007|16.659|14.111|19.121|16.799|2.679|47.240|3.706|1.764|27.600|40.749|2.592|3.770|10.802|2.148|31.218|17.540|2.150|7.993|39.479|64.209|5.763|3.491|13.919|43.373|7.225|8.305|78.717|2.954|13.229|81.705|62.038|15.513|20.190|30.982|2.791
07.09.2007|16.673|14.123|19.186|16.804|2.676|47.272|3.710|1.766|27.625|40.780|2.590|3.773|10.853|2.146|31.393|17.504|2.150|8.001|39.555|64.330|5.755|3.493|13.927|43.341|7.254|8.357|78.663|2.962|13.237|81.888|62.010|15.610|20.169|30.966|2.803
10.09.2007|16.469|14.109|18.938|16.849|2.660|47.235|3.705|1.764|27.595|40.610|2.571|3.770|10.748|2.124|30.698|17.617|2.130|7.992|39.500|64.279|5.694|3.495|13.877|42.926|7.240|8.326|78.350|2.944|13.125|81.775|61.657|15.368|20.001|30.853|2.767
11.09.2007|16.521|14.125|19.091|16.848|2.656|47.282|3.709|1.766|27.625|40.616|2.567|3.772|10.852|2.117|30.747|17.554|2.134|8.001|39.442|64.339|5.685|3.519|13.941|42.459|7.289|8.333|78.447|2.964|13.123|82.120|61.766|15.535|19.981|30.822|2.786
12.09.2007|16.559|14.067|19.024|16.755|2.635|47.090|3.694|1.759|27.515|40.240|2.544|3.756|10.805|2.106|30.815|17.402|2.125|7.969|39.268|64.107|5.672|3.513|14.007|42.386|7.280|8.298|78.080|2.962|13.067|81.805|61.654|15.529|19.816|30.600|2.754
13.09.2007|16.588|14.048|19.132|16.739|2.633|47.031|3.690|1.756|27.480|40.098|2.538|3.751|10.823|2.103|30.959|17.223|2.122|7.959|39.145|64.061|5.686|3.508|14.137|42.695|7.265|8.262|77.990|2.962|13.094|81.600|61.749|15.639|19.772|30.537|2.772
14.09.2007|16.673|14.064|19.251|16.711|2.641|47.074|3.693|1.758|27.510|39.915|2.548|3.754|10.790|2.116|30.653|17.280|2.137|7.968|39.194|64.074|5.699|3.514|14.174|42.995|7.260|8.177|78.292|2.966|13.120|81.475|62.136|15.701|19.846|30.652|2.760
17.09.2007|16.633|14.061|19.296|16.708|2.635|47.052|3.692|1.758|27.500|39.609|2.545|3.753|10.774|2.111|30.450|17.251|2.134|7.964|39.179|64.132|5.680|3.525|14.090|42.841|7.269|8.114|78.203|2.962|13.081|81.229|61.846|15.646|19.818|30.577|2.753
18.09.2007|16.564|14.057|19.317|16.685|2.636|47.048|3.690|1.757|27.495|39.548|2.546|3.755|10.809|2.114|30.504|17.163|2.130|7.963|39.161|64.069|5.683|3.522|14.016|42.998|7.267|8.134|78.237|2.957|13.075|81.186|62.151|15.694|19.826|30.534|2.757
19.09.2007|16.868|14.151|19.551|16.780|2.636|47.376|3.714|1.769|27.675|39.614|2.543|3.781|10.972|2.147|31.312|17.106|2.137|8.015|39.322|64.420|5.731|3.559|14.465|43.428|7.331|8.205|78.629|2.990|13.136|81.891|61.992|15.983|19.803|30.567|2.796
20.09.2007|16.913|14.051|19.579|16.697|2.607|47.030|3.687|1.757|27.485|39.331|2.517|3.760|10.956|2.139|31.182|17.024|2.123|7.960|38.854|64.023|5.683|3.532|14.555|43.245|7.290|8.107|78.037|2.983|13.028|81.238|61.906|15.856|19.590|30.323|2.767
21.09.2007|16.862|14.070|19.559|16.664|2.611|47.095|3.692|1.759|27.520|39.465|2.517|3.768|11.012|2.139|31.250|16.940|2.126|7.970|38.986|64.106|5.687|3.534|14.497|43.272|7.310|8.092|78.197|2.989|13.002|81.096|61.796|15.906|19.589|30.352|2.784
24.09.2007|16.971|14.097|19.533|16.668|2.602|47.214|3.699|1.762|27.570|39.564|2.512|3.777|11.027|2.141|31.332|16.981|2.121|7.985|39.140|64.219|5.698|3.542|14.586|43.291|7.331|8.137|78.171|3.003|13.028|80.756|61.544|15.955|19.537|30.271|2.796
25.09.2007|16.865|14.089|19.494|16.711|2.601|47.163|3.696|1.761|27.555|39.346|2.515|3.780|10.991|2.131|31.268|17.088|2.121|7.980|39.041|64.217|5.684|3.531|14.330|43.243|7.306|8.122|78.140|2.990|13.015|80.678|61.047|15.838|19.535|30.323|2.787
26.09.2007|17.083|14.107|19.422|16.692|2.599|47.222|3.700|1.763|27.590|39.385|2.515|3.787|10.997|2.132|31.402|16.933|2.121|7.991|39.079|64.270|5.701|3.551|14.528|43.201|7.306|8.165|78.187|2.996|13.045|80.967|61.349|15.982|19.533|30.332|2.808
27.09.2007|17.175|14.115|19.495|16.652|2.592|47.261|3.702|1.764|27.605|39.478|2.510|3.790|11.034|2.130|31.643|16.906|2.116|7.995|39.162|64.309|5.698|3.562|14.635|43.198|7.306|8.179|78.103|2.994|13.055|81.502|61.532|16.033|19.472|30.265|2.835
01.10.2007|17.195|14.080|19.476|16.584|2.579|47.135|3.694|1.760|27.540|39.492|2.491|3.767|10.952|2.130|31.263|16.716|2.118|7.976|39.119|64.167|5.701|3.582|14.756|43.185|7.306|8.200|77.804|2.995|13.083|81.197|60.774|16.034|19.353|30.167|2.810
02.10.2007|17.218|14.058|19.474|16.518|2.587|47.061|3.688|1.757|27.495|39.632|2.501|3.765|10.940|2.135|31.414|16.775|2.124|7.963|39.078|64.053|5.700|3.572|14.768|43.274|7.299|8.186|77.827|2.983|13.094|80.975|61.142|16.063|19.413|30.189|2.814
03.10.2007|17.291|14.106|19.529|16.589|2.591|47.229|3.701|1.763|27.590|39.666|2.506|3.776|10.945|2.131|31.626|16.731|2.127|7.991|39.241|64.276|5.699|3.584|14.800|43.156|7.312|8.179|78.035|2.997|13.136|80.617|61.447|16.138|19.442|30.235|2.815
04.10.2007|17.266|14.076|19.550|16.558|2.600|47.114|3.694|1.759|27.530|39.695|2.516|3.771|10.897|2.138|31.756|16.734|2.129|7.973|39.122|64.129|5.722|3.579|14.701|43.457|7.302|8.156|78.074|3.000|13.175|80.405|61.650|16.198|19.512|30.362|2.816
05.10.2007|17.377|14.076|19.744|16.563|2.596|47.131|3.694|1.759|27.530|39.732|2.511|3.758|10.973|2.143|31.931|16.730|2.124|7.973|39.088|64.126|5.728|3.598|14.756|43.568|7.315|8.197|78.004|2.997|13.209|81.199|61.546|16.438|19.479|30.258|2.831
08.10.2007|17.546|14.070|19.846|16.496|2.602|47.098|3.692|1.759|27.515|39.807|2.517|3.755|11.010|2.153|32.087|16.625|2.135|7.969|39.037|64.100|5.755|3.589|14.913|44.178|7.338|8.215|78.101|3.002|13.267|81.695|62.236|16.471|19.527|30.332|2.856
09.10.2007|17.515|14.053|19.813|16.487|2.605|47.038|3.688|1.757|27.485|39.728|2.523|3.747|10.987|2.158|32.270|16.704|2.132|7.960|38.991|64.026|5.765|3.567|14.884|44.198|7.327|8.196|78.140|3.000|13.285|81.863|62.326|16.495|19.580|30.298|2.847
10.10.2007|17.445|14.050|19.796|16.434|2.586|47.035|3.688|1.756|27.480|39.677|2.504|3.758|11.003|2.141|32.095|16.550|2.120|7.959|39.056|64.006|5.756|3.571|14.809|44.148|7.335|8.267|77.854|3.002|13.261|81.834|61.785|16.386|19.425|30.059|2.838
11.10.2007|17.477|14.047|19.802|16.417|2.578|47.018|3.687|1.756|27.470|39.409|2.495|3.749|11.024|2.136|32.276|16.454|2.109|7.956|39.014|64.000|5.751|3.576|14.894|43.962|7.350|8.247|77.681|3.016|13.231|81.866|61.529|16.309|19.348|30.088|2.831
12.10.2007|17.479|14.052|19.822|16.354|2.582|47.053|3.688|1.756|27.480|39.344|2.501|3.753|10.982|2.140|32.191|16.505|2.112|7.959|39.084|64.018|5.754|3.592|14.945|44.422|7.356|8.224|77.783|3.015|13.243|81.713|61.753|16.213|19.390|30.154|2.866
15.10.2007|17.545|14.071|19.898|16.390|2.570|47.109|3.694|1.759|27.520|39.486|2.496|3.760|11.005|2.135|32.254|16.429|2.109|7.970|39.141|64.094|5.743|3.591|14.943|44.072|7.426|8.244|77.748|3.026|13.226|82.032|61.372|16.028|19.348|30.052|2.872
16.10.2007|17.283|14.072|19.835|16.430|2.588|47.102|3.693|1.759|27.525|39.517|2.509|3.759|10.963|2.147|31.908|16.664|2.121|7.972|39.154|64.114|5.751|3.591|14.537|43.862|7.402|8.207|77.967|3.007|13.254|81.689|61.972|15.886|19.453|30.280|2.825
17.10.2007|17.265|14.035|19.795|16.371|2.574|46.992|3.683|1.754|27.450|39.367|2.494|3.750|10.961|2.126|32.178|16.515|2.105|7.950|39.052|64.284|5.729|3.577|14.534|43.749|7.415|8.209|77.633|3.001|13.216|81.661|61.574|16.061|19.337|30.035|2.843
18.10.2007|17.098|14.037|19.679|16.437|2.557|46.991|3.683|1.755|27.455|39.332|2.477|3.748|10.925|2.112|32.095|16.635|2.090|7.951|39.099|63.794|5.705|3.580|14.351|43.687|7.398|8.176|77.306|2.999|13.159|81.842|60.887|15.849|19.201|29.953|2.809
19.10.2007|17.098|13.928|19.730|16.297|2.539|46.623|3.654|1.741|27.240|39.064|2.460|3.712|10.871|2.097|31.883|16.520|2.081|7.889|38.820|63.453|5.676|3.551|14.372|43.230|7.395|8.098|76.769|2.971|13.035|81.412|60.679|15.878|19.064|29.741|2.807
22.10.2007|16.881|13.911|19.628|16.342|2.559|46.576|3.650|1.739|27.210|39.018|2.479|3.701|10.733|2.103|31.111|16.860|2.095|7.880|38.794|63.405|5.693|3.518|14.206|43.566|7.375|8.005|77.009|2.953|13.098|80.730|60.973|15.444|19.213|30.009|2.791
23.10.2007|17.048|13.901|19.793|16.273|2.543|46.535|3.647|1.738|27.190|39.091|2.461|3.706|10.805|2.087|31.562|16.626|2.077|7.875|38.740|63.320|5.655|3.535|14.378|43.253|7.433|8.074|76.694|2.958|13.017|81.055|60.487|15.758|19.075|29.793|2.829
24.10.2007|17.177|13.901|19.702|16.274|2.550|46.532|3.647|1.737|27.185|39.109|2.465|3.704|10.816|2.082|31.386|16.714|2.081|7.873|38.709|63.315|5.670|3.511|14.355|43.300|7.438|8.074|76.739|2.951|13.070|81.356|60.453|15.761|19.106|29.826|2.871
25.10.2007|17.156|13.863|19.682|16.237|2.534|46.417|3.637|1.733|27.115|38.870|2.446|3.693|10.814|2.071|31.293|16.574|2.067|7.853|38.581|63.179|5.651|3.508|14.352|43.039|7.474|8.106|76.387|2.944|13.023|81.475|60.092|15.849|18.959|29.597|2.872
26.10.2007|17.134|13.784|19.491|16.111|2.504|46.137|3.616|1.723|26.960|38.455|2.418|3.670|10.648|2.055|31.044|16.387|2.060|7.808|38.396|62.785|5.602|3.497|14.344|42.542|7.424|8.040|75.773|2.935|12.884|81.002|59.089|15.750|18.743|29.374|2.880
29.10.2007|17.218|13.770|19.492|16.050|2.504|46.096|3.613|1.721|26.930|38.531|2.415|3.663|10.743|2.058|31.034|16.306|2.063|7.799|38.351|62.715|5.606|3.488|14.382|42.704|7.433|8.058|75.696|2.930|12.896|80.906|59.187|15.718|18.715|29.371|2.863
30.10.2007|17.128|13.735|19.514|16.034|2.497|45.976|3.604|1.717|26.865|38.536|2.407|3.658|10.703|2.049|30.951|16.245|2.057|7.781|38.237|62.582|5.577|3.479|14.302|42.542|7.384|8.037|75.473|2.928|12.861|80.531|58.933|15.662|18.652|29.263|2.831
31.10.2007|17.221|13.788|19.587|16.089|2.499|46.153|3.618|1.724|26.970|38.673|2.409|3.672|10.727|2.052|31.138|16.198|2.072|7.811|38.391|62.804|5.598|3.461|14.299|42.740|7.416|8.085|75.616|2.925|12.886|80.922|58.883|15.858|18.669|29.345|2.844
01.11.2007|17.304|13.818|19.777|16.148|2.512|46.255|3.626|1.727|27.025|39.026|2.416|3.679|10.724|2.058|31.816|16.255|2.073|7.827|38.470|62.943|5.625|3.453|14.375|43.275|7.414|8.114|75.850|2.930|12.930|81.016|59.092|15.900|18.738|29.422|2.848
02.11.2007|17.162|13.773|19.903|16.101|2.496|46.130|3.614|1.722|26.940|38.757|2.398|3.667|10.679|2.037|31.605|16.140|2.051|7.803|38.351|62.751|5.570|3.437|14.239|42.966|7.385|8.063|75.437|2.912|12.841|80.998|58.550|15.790|18.604|29.299|2.840
05.11.2007|17.105|13.790|19.939|16.162|2.498|46.171|3.618|1.724|26.970|38.748|2.398|3.672|10.659|2.032|31.433|16.304|2.050|7.811|38.378|62.885|5.560|3.451|14.271|42.600|7.402|8.006|75.532|2.913|12.834|81.003|58.828|15.654|18.616|29.309|2.826
06.11.2007|17.164|13.779|19.981|16.177|2.486|46.132|3.615|1.722|26.950|38.672|2.386|3.668|10.686|2.032|31.597|16.147|2.040|7.805|38.368|62.835|5.551|3.466|14.385|42.488|7.411|7.982|75.350|2.913|12.798|81.213|58.573|15.795|18.527|29.221|2.846
07.11.2007|17.141|13.769|20.165|16.230|2.458|46.086|3.613|1.721|26.930|38.488|2.354|3.673|10.614|2.005|31.165|16.214|2.019|7.799|38.356|62.713|5.491|3.468|14.347|42.263|7.391|7.919|74.901|2.910|12.714|81.157|57.786|15.503|18.289|29.010|2.825
08.11.2007|17.040|13.751|19.734|16.197|2.471|46.023|3.608|1.719|26.895|38.627|2.361|3.668|10.612|2.008|30.916|16.209|2.018|7.789|38.331|62.657|5.506|3.476|14.212|42.498|7.393|7.901|74.950|2.904|12.735|81.238|58.123|15.521|18.338|29.087|2.829
09.11.2007|16.713|13.668|19.373|16.217|2.457|45.751|3.586|1.708|26.730|38.168|2.341|3.644|10.537|1.995|30.271|16.374|2.008|7.742|38.077|62.270|5.486|3.421|14.026|42.459|7.351|7.830|74.430|2.876|12.627|80.658|57.735|15.249|18.207|28.933|2.768
12.11.2007|16.125|13.624|19.084|16.243|2.467|45.607|3.575|1.703|26.645|37.833|2.348|3.628|10.465|1.993|30.033|16.705|2.005|7.717|37.934|62.092|5.477|3.385|13.643|42.570|7.304|7.737|74.432|2.859|12.622|80.766|57.892|15.086|18.279|29.049|2.710
13.11.2007|16.376|13.645|19.132|16.237|2.458|45.678|3.581|1.706|26.690|37.871|2.347|3.637|10.498|1.989|30.259|16.580|1.988|7.730|38.004|62.184|5.453|3.375|13.883|42.501|7.327|7.753|74.472|2.876|12.612|81.199|57.804|15.172|18.269|28.939|2.702
14.11.2007|16.363|13.646|19.011|16.225|2.446|45.667|3.581|1.706|26.690|37.575|2.331|3.637|10.514|1.970|30.375|16.344|1.988|7.730|38.042|62.171|5.429|3.367|13.879|42.449|7.325|7.722|74.283|2.886|12.559|81.057|57.741|15.356|18.160|28.770|2.714
15.11.2007|16.203|13.610|18.652|16.179|2.450|45.559|3.572|1.701|26.620|37.249|2.336|3.622|10.469|1.953|30.106|16.431|1.986|7.710|38.023|61.993|5.393|3.332|13.769|42.089|7.259|7.700|74.216|2.878|12.520|80.447|57.539|15.369|18.182|28.846|2.718
16.11.2007|16.256|13.629|18.639|16.251|2.451|45.579|3.577|1.704|26.660|37.220|2.337|3.627|10.485|1.953|29.937|16.459|1.983|7.721|38.124|62.100|5.384|3.320|13.854|41.833|7.267|7.654|74.312|2.880|12.537|80.568|57.769|15.367|18.197|28.772|2.726
19.11.2007|16.221|13.649|18.640|16.296|2.453|45.702|3.582|1.706|26.695|37.360|2.340|3.634|10.501|1.952|29.833|16.519|1.981|7.731|38.174|62.170|5.401|3.305|13.821|42.163|7.272|7.657|74.392|2.876|12.588|80.563|57.860|15.322|18.214|28.799|2.717
20.11.2007|16.024|13.646|18.377|16.265|2.431|45.688|3.581|1.706|26.690|37.219|2.320|3.634|10.466|1.931|28.945|16.390|1.957|7.730|38.172|62.175|5.368|3.338|13.734|41.868|7.238|7.629|74.073|2.876|12.469|80.365|57.306|15.131|18.051|28.605|2.679
21.11.2007|15.787|13.690|18.291|16.349|2.439|45.833|3.592|1.711|26.775|37.196|2.323|3.650|10.449|1.922|29.084|16.644|1.945|7.754|38.332|62.370|5.343|3.330|13.653|41.771|7.259|7.555|74.254|2.874|12.444|80.069|57.378|14.975|18.074|28.803|2.653
22.11.2007|15.734|13.684|18.294|16.366|2.435|45.822|3.590|1.711|26.765|37.249|2.320|3.651|10.429|1.924|28.624|16.604|1.933|7.752|38.279|62.346|5.336|3.336|13.606|41.780|7.258|7.351|74.189|2.869|12.441|79.960|57.536|15.063|18.049|28.763|2.656
23.11.2007|15.771|13.679|18.304|16.390|2.443|45.793|3.589|1.710|26.755|37.144|2.323|3.654|10.399|1.930|28.784|16.734|1.942|7.749|38.290|62.355|5.377|3.325|13.586|42.176|7.249|7.435|74.220|2.871|12.535|79.723|57.924|15.029|18.072|28.800|2.643
26.11.2007|15.889|13.683|18.289|16.348|2.437|45.810|3.589|1.710|26.760|37.278|2.317|3.650|10.417|1.922|28.863|16.625|1.939|7.750|38.289|62.338|5.371|3.330|13.652|42.236|7.280|7.463|74.144|2.881|12.506|80.063|57.823|15.097|18.026|28.787|2.643
27.11.2007|15.698|13.682|18.119|16.389|2.436|45.812|3.589|1.710|26.760|37.239|2.311|3.656|10.347|1.914|28.613|16.709|1.935|7.750|38.311|62.371|5.333|3.312|13.580|42.132|7.243|7.430|74.094|2.873|12.461|79.744|57.754|14.674|17.991|28.730|2.555
28.11.2007|15.843|13.545|18.057|16.087|2.430|45.352|3.552|1.693|26.490|37.114|2.308|3.620|10.374|1.908|28.831|16.355|1.928|7.672|37.930|61.705|5.311|3.268|13.802|41.933|7.259|7.472|73.628|2.837|12.442|79.705|58.293|15.003|17.966|28.712|2.588
